spkid,full_name,pdes,name,prefix,neo,sats,H,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
1003743,P/2020 W1 (Rankin),2020 W1,Rankin,P,,0,,10.4,,10.0,,,,,,,,,,JPL 3,2459161.5,59161,2020-11-08.0,J2000,0.2649,7.193,5.288,10.79,124.26,264.77,11.13,9.1,0.05109,2458943.67,2020-04-04.1,7050.0,19.3,4.31,1680.0,0.826,2.95,0.00019,0.00092,0.00068,0.00024,0.0041,0.077,0.038,0.0012,9.8e-06,0.78,1.4,JFc,Otto Matic,111.0,2020-08-29,2020-12-18,89,,,5.0,0.38516,,,,,,,,,
1003754,C/2020 W5 (Lemmon),2020 W5,Lemmon,C,,0,,14.2,,10.0,,,,,,,,,,JPL 2,2459184.5,59184,2020-12-01.0,J2000,1.001,-3506.0,3.364,88.59,75.51,24.48,0.0,,4.747e-06,2459183.62,2020-11-30.1,,,2.45,953.0,1.52,,0.00079,2900.0,0.00034,0.0093,0.0046,0.014,5.4e-06,,5.9e-06,0.065,,HYP,Otto Matic,49.0,2020-11-20,2021-01-08,54,,,,0.41617,,,,,,,,,
1003848,P/2020 WJ5 (Lemmon),2020 WJ5,Lemmon,P,,0,,12.3,,4.5,,,,,,,,,,JPL 51,2459771.5,59771,2022-07-11.0,J2000,0.1713,6.017,4.986,22.29,177.81,338.3,24.96,7.05,0.06678,2459397.65,2021-07-02.1,5390.0,14.8,4.01,1560.0,0.398,2.83,4.3e-06,4e-05,7.8e-06,2.4e-05,3.4e-05,0.00075,0.00076,4.7e-05,6.7e-07,0.0079,0.054,JFc,Otto Matic,1201.0,2020-11-18,2024-03-03,553,,,3.0,0.44081,,,,,,,,,
1003748,P/2020 X1 (ATLAS),2020 X1,ATLAS,P,,0,,15.2,,4.5,,,,,,,,,,JPL 5,2459237.5,59237,2021-01-23.0,J2000,0.3654,4.523,2.871,31.7,56.03,323.08,19.2,6.18,0.1025,2459050.12,2020-07-19.6,3510.0,9.62,1.93,751.0,0.171,2.63,6.6e-05,0.00097,0.00033,0.0012,0.00061,0.028,0.017,0.0013,3.3e-05,0.11,1.1,JFc,Otto Matic,1173.0,2020-12-01,2024-02-17,100,,,5.0,2.1257,,,,,,,,,
1003749,C/2020 X2 (ATLAS),2020 X2,ATLAS,C,,0,,7.0,,16.25,,,,,,,,,,JPL 15,2459202.5,59202,2020-12-19.0,J2000,0.7662,16.38,3.829,18.19,105.46,347.36,0.49,28.93,0.01487,2459169.39,2020-11-15.8,24200.0,66.3,2.85,1110.0,1.19,2.48,1.2e-05,0.0009,1.8e-05,9.4e-05,5.3e-05,0.00089,7e-05,0.0016,1.2e-06,0.0054,2.0,JFc,Otto Matic,476.0,2019-12-22,2021-04-11,253,,,3.0,0.40985,,,,,,,,,
1003753,C/2020 X4 (Leonard),2020 X4,Leonard,C,,0,,7.2,,13.0,,,,,,,,,,JPL 6,2459273.5,59273,2021-02-28.0,J2000,0.8794,43.17,5.206,80.49,161.91,139.91,0.37,81.13,0.003475,2459167.98,2020-11-14.4,104000.0,284.0,4.39,1710.0,0.846,0.574,3.8e-05,0.014,7.2e-05,0.00029,8.4e-05,0.0039,0.00021,0.026,1.7e-06,0.034,50.0,COM,Otto Matic,273.0,2020-12-14,2021-09-13,113,,,3.0,0.57179,,,,,,,,,
1003750,C/2020 Y2 (ATLAS),2020 Y2,ATLAS,C,,0,,10.5,,4.5,,,,,,,,,,JPL 78,2459812.5,59812,2022-08-21.0,J2000,0.997,1054.0,3.132,101.3,26.51,266.11,0.0,2105.21,2.88e-05,2459748.2,2022-06-17.6,12500000.0,34200.0,2.89,1130.0,0.372,-0.425,1.4e-06,0.5,3.6e-07,1.3e-05,7.5e-06,1.5e-05,1.3e-06,0.99,2e-08,0.00011,8800.0,COM,Otto Matic,1397.0,2020-03-25,2024-01-21,1735,,,,0.562,,,,,,,,,
1003755,C/2020 Y3 (ATLAS),2020 Y3,ATLAS,C,,0,,13.9,,8.75,,,,,,,,,,JPL 10,2459270.5,59270,2021-02-25.0,J2000,0.9868,151.1,1.999,83.1,191.43,342.04,0.04,300.16,0.0005308,2459186.99,2020-12-03.4,678000.0,1860.0,1.03,402.0,3.38,0.244,1.7e-05,0.19,8.6e-06,0.00016,0.0001,0.00049,8.6e-05,0.39,1e-06,0.00094,1300.0,COM,Otto Matic,220.0,2020-12-28,2021-08-05,380,,,,0.58919,,,,,,,,,
1003751,C/2021 A1 (Leonard),2021 A1,Leonard,C,,0,,12.5,,4.5,,,,,,,,,,JPL 30,2459406.5,59406,2021-07-11.0,J2000,1.0001,-6123.0,0.615,132.69,255.89,225.09,-0.0,,2.057e-06,2459582.79,2022-01-03.2,,,0.232,90.3,0.296,,8.7e-07,53.0,7.6e-07,8.9e-06,4e-05,8.5e-05,4.7e-06,,2.7e-08,6.4e-05,,HYP,Otto Matic,651.0,2020-04-11,2022-01-22,2424,,,,0.64835,,5.8e-08,9.5e-10,-2e-08,6.7e-10,1.1e-08,3.5e-10,,
1003752,C/2021 A2 (NEOWISE),2021 A2,NEOWISE,C,,0,,15.0,,4.5,,,,,,,,,,JPL 14,2459265.5,59265,2021-02-20.0,J2000,0.9945,257.7,1.413,106.98,125.24,338.85,0.01,513.97,0.0002383,2459237.13,2021-01-22.6,1510000.0,4140.0,0.467,182.0,3.4,-0.41,4.1e-05,1.9,3.6e-06,0.0003,0.00011,0.00015,7.6e-05,3.8,2.7e-06,0.00035,17000.0,COM,Otto Matic,126.0,2021-01-03,2021-05-09,977,,,,0.5363,,,,,,,,,
1003756,C/2021 A4 (NEOWISE),2021 A4,NEOWISE,C,,0,,13.6,17.5,28.5,5.0,0.03,,,,,,,,JPL 13,2459261.5,59261,2021-02-16.0,J2000,0.9732,42.82,1.145,111.57,307.08,204.67,359.89,84.49,0.003518,2459293.54,2021-03-20.0,102000.0,280.0,0.209,81.2,2.34,-0.363,4.6e-05,0.073,7.2e-06,0.00042,0.00023,0.0012,0.00029,0.14,9e-06,0.0012,260.0,COM,Otto Matic,185.0,2021-01-03,2021-07-07,683,,,4.0,0.55852,,9.2e-09,1.7e-09,7.8e-10,3.3e-09,,,,
1003757,P/2021 A5 (PANSTARRS),2021 A5,PANSTARRS,P,,0,,15.0,,10.0,,,,,,,,,,JPL 2,2459223.5,59223,2021-01-09.0,J2000,0.1398,3.047,2.621,18.19,328.76,61.02,10.9,3.47,0.1853,2459164.66,2020-11-11.1,1940.0,5.32,1.67,651.0,2.16,3.15,0.0024,0.011,0.0026,0.004,0.087,0.93,0.71,0.013,0.001,3.5,11.0,ETc,Otto Matic,30.0,2020-12-16,2021-01-15,43,,,8.0,0.49169,,,,,,,,,
1003758,C/2021 A6 (PANSTARRS),2021 A6,PANSTARRS,C,,0,,7.6,,9.5,,,,,,,,,,JPL 23,2459659.5,59659,2022-03-21.0,J2000,0.9992,10310.0,7.928,75.61,164.08,351.69,0.0,20618.31,9.411e-07,2459338.64,2021-05-04.1,383000000.0,1050000.0,6.95,2700.0,2.54,0.868,2.4e-05,320.0,3.2e-05,4.9e-05,2.1e-05,0.00047,1.4e-05,640.0,4.4e-08,0.0078,18000000.0,COM,Otto Matic,958.0,2020-11-26,2023-07-12,166,,,,0.38909,,,,,,,,,
1003759,C/2021 A7 (NEOWISE),2021 A7,NEOWISE,C,,0,,11.6,,9.5,,,,,,,,,,JPL 18,2459319.5,59319,2021-04-15.0,J2000,0.9997,7096.0,1.968,78.15,154.52,356.07,360.0,14190.5,1.649e-06,2459410.83,2021-07-15.3,218000000.0,598000.0,0.979,381.0,3.43,0.358,6.4e-06,160.0,1e-06,3.3e-05,6e-05,6.8e-05,5.2e-06,330.0,5.7e-08,0.00029,7500000.0,COM,Otto Matic,532.0,2021-01-09,2022-06-25,295,,,,0.64858,,,,,,,,,
1003760,C/2021 A9 (PANSTARRS),2021 A9,PANSTARRS,C,,0,,6.7,,9.0,,,,,,,,,,JPL 44,2459700.5,59700,2022-05-01.0,J2000,1.0038,-2063.0,7.76,158.03,314.84,211.45,-0.01,,1.052e-05,2460279.83,2023-12-01.3,,,6.8,2650.0,2.72,,1.8e-05,9.9,2.6e-05,3.2e-05,3.1e-05,0.00029,4.4e-05,,7.6e-08,0.0044,,HYP,Otto Matic,1158.0,2020-12-12,2024-02-13,328,,,,0.56774,,,,,,,,,
1003763,C/2021 A10 (NEOWISE),2021 A10,NEOWISE,C,,0,,19.6,,4.5,,,,,,,,,,JPL 5,2459243.5,59243,2021-01-29.0,J2000,0.9863,92.8,1.269,151.52,188.35,82.27,359.95,184.34,0.001102,2459288.77,2021-03-15.2,327000.0,894.0,0.58,226.0,0.751,-1.17,0.00046,3.1,6.2e-05,0.00036,0.0023,0.0072,0.0025,6.2,5.6e-05,0.012,17000.0,COM,Otto Matic,56.0,2020-12-26,2021-02-20,116,,,6.0,0.40833,,,,,,,,,
1003761,C/2021 B2 (PANSTARRS),2021 B2,PANSTARRS,C,,0,,12.2,,12.5,,,,,,,,,,JPL 9,2459307.5,59307,2021-04-03.0,J2000,0.9925,336.2,2.513,38.09,120.56,334.97,359.99,669.9,0.0001599,2459338.78,2021-05-04.2,2250000.0,6160.0,1.57,611.0,2.5,1.56,4e-05,1.8,5e-06,4.8e-05,0.00012,0.00029,4.1e-05,3.6,1.3e-06,0.00088,18000.0,COM,Otto Matic,517.0,2020-12-24,2022-05-25,93,,,,0.4571,,,,,,,,,
1003762,C/2021 B3 (NEOWISE),2021 B3,NEOWISE,C,,0,,13.9,,10.0,,,,,,,,,,JPL 6,2459261.5,59261,2021-02-16.0,J2000,0.9382,34.95,2.16,119.49,67.28,293.56,359.89,67.75,0.004769,2459284.41,2021-03-10.9,75500.0,207.0,1.55,604.0,0.749,-0.734,0.00019,0.11,3.8e-05,0.00042,0.00035,0.002,0.00054,0.21,2.3e-05,0.0049,360.0,COM,Otto Matic,85.0,2021-01-22,2021-04-17,84,,,5.0,0.70742,,,,,,,,,
1003764,C/2021 C1 (Rankin),2021 C1,Rankin,C,,0,,11.1,,11.25,,,,,,,,,,JPL 11,2459299.5,59299,2021-03-26.0,J2000,0.9996,9088.0,3.481,143.04,186.89,336.31,0.0,18171.86,1.138e-06,2459190.61,2020-12-07.1,316000000.0,866000.0,2.51,978.0,1.65,-1.85,2.8e-05,660.0,1.1e-05,0.0001,3.4e-05,0.00039,1.4e-05,1300.0,1.2e-07,0.0019,34000000.0,COM,Otto Matic,390.0,2021-02-05,2022-03-02,164,,,,0.52425,,,,,,,,,
1003765,P/2021 C2 (PANSTARRS),2021 C2,PANSTARRS,P,,0,,11.4,,10.0,,,,,,,,,,JPL 7,2459292.5,59292,2021-03-19.0,J2000,0.4874,9.541,4.89,21.93,66.5,78.82,0.75,14.19,0.03344,2459270.14,2021-02-24.6,10800.0,29.5,3.99,1550.0,1.0,2.74,4.8e-05,0.0011,0.00013,8.2e-05,0.0023,0.038,0.011,0.0017,5.8e-06,0.33,1.9,JFc,Otto Matic,142.0,2021-01-17,2021-06-08,55,,,4.0,0.43697,,,,,,,,,
1003766,C/2021 C3 (Catalina),2021 C3,Catalina,C,,0,,16.1,,4.5,,,,,,,,,,JPL 7,2459288.5,59288,2021-03-15.0,J2000,0.964,63.32,2.277,122.16,181.92,357.15,0.06,124.37,0.001956,2459257.94,2021-02-12.4,184000.0,504.0,1.28,498.0,3.17,-0.905,7.1e-05,0.12,1.4e-05,0.00048,0.00012,0.00058,0.00018,0.25,5.8e-06,0.0015,540.0,COM,Otto Matic,144.0,2021-01-16,2021-06-09,363,,,4.0,0.53515,,,,,,,,,
1003768,C/2021 C4 (ATLAS),2021 C4,ATLAS,C,,0,,6.9,,13.5,,,,,,,,,,JPL 15,2459372.5,59372,2021-06-07.0,J2000,0.9992,5531.0,4.504,132.84,194.28,320.23,0.0,11056.74,2.396e-06,2459231.55,2021-01-17.0,150000000.0,411000.0,3.62,1410.0,0.278,-1.79,1.8e-05,120.0,9.7e-06,6.1e-05,3.9e-05,0.0003,1.1e-05,240.0,7.7e-08,0.002,4900000.0,COM,Otto Matic,497.0,2021-02-12,2022-06-24,230,,,,0.53768,,,,,,,,,
1003767,C/2021 C5 (PANSTARRS),2021 C5,PANSTARRS,C,,0,,12.1,,5.5,,,,,,,,,,JPL 38,2459636.5,59636,2022-02-26.0,J2000,0.9993,4515.0,3.242,50.78,323.69,270.92,360.0,9025.86,3.249e-06,2459986.54,2023-02-11.0,111000000.0,303000.0,2.72,1060.0,0.741,1.41,7.3e-06,46.0,6e-06,3.4e-05,2.3e-05,0.00022,1.7e-05,92.0,4.9e-08,0.0011,1700000.0,COM,Otto Matic,977.0,2020-12-22,2023-08-26,454,,,,0.54994,,,,,,,,,
1003770,C/2021 C6 (Lemmon),2021 C6,Lemmon,C,,0,,15.6,,4.5,,,,,,,,,,JPL 13,2459472.5,59472,2021-09-15.0,J2000,1.0019,-1764.0,3.271,164.63,332.16,203.57,-0.0,,1.33e-05,2459531.85,2021-11-13.3,,,2.29,893.0,1.02,,3.9e-06,3.7,1.4e-06,1.7e-05,4.2e-05,5.9e-05,2.5e-06,,4.2e-08,0.00024,,HYP,Otto Matic,691.0,2021-01-23,2022-12-15,199,,,,0.49798,,,,,,,,,
1003769,C/2021 D1 (SWAN),2021 D1,SWAN,C,,0,,13.3,14.4,14.5,5.0,0.03,,,,,,,,JPL 6,2459292.5,59292,2021-03-19.0,J2000,0.9906,96.44,0.902,31.46,311.27,72.22,0.02,191.97,0.001041,2459273.11,2021-02-27.6,346000.0,947.0,0.213,82.8,1.2,1.06,6.4e-05,0.66,1.3e-05,0.00016,0.00031,0.0012,0.00021,1.3,1.1e-05,0.00082,3600.0,COM,Javier Roa,72.0,2021-02-28,2021-05-11,342,,,5.0,0.72309,,,,,,,,,
1003771,C/2021 D2 (ZTF),2021 D2,ZTF,C,,0,,13.3,,4.5,,,,,,,,,,JPL 38,2459526.5,59526,2021-11-08.0,J2000,1.0013,-2206.0,2.946,83.83,305.68,125.03,-0.0,,9.51e-06,2459614.48,2022-02-03.9,,,2.29,891.0,1.42,0.229,4.3e-06,7.2,3.8e-06,1.3e-05,2.2e-05,0.00013,4.1e-06,,4.6e-08,0.00044,,HYP,Otto Matic,792.0,2021-02-19,2023-04-22,652,,,,0.69018,,2.5e-08,2.3e-09,-3.1e-09,2.1e-09,,,,
1003774,C/2021 E3 (ZTF),2021 E3,ZTF,C,,0,,11.1,,5.5,,,,,,,,,,JPL 61,2459637.5,59637,2022-02-27.0,J2000,1.0009,-2058.0,1.777,112.56,104.47,228.85,-0.0,,1.056e-05,2459742.4,2022-06-11.9,,,0.981,382.0,1.74,,2.2e-06,5.3,1.6e-06,1.8e-05,1.9e-05,8.1e-05,4.2e-06,,4e-08,0.00015,,HYP,Otto Matic,1040.0,2021-03-09,2024-01-13,1488,,,,0.40278,,9.5e-09,9.3e-10,8.2e-09,5e-10,4.3e-09,1.8e-10,,
1003834,C/2021 F1 (Lemmon-PANSTARRS),2021 F1,Lemmon-PANSTARRS,C,,0,,12.9,,10.5,,,,,,,,,,JPL 21,2459641.5,59641,2022-03-03.0,J2000,0.9957,231.6,0.995,107.32,203.45,146.83,359.99,462.15,0.0002797,2459676.38,2022-04-06.8,1290000.0,3520.0,0.0813,31.7,1.36,-0.346,3.4e-05,1.8,1.1e-05,0.00017,0.00012,0.0011,0.00012,3.7,3.3e-06,0.00087,15000.0,COM,Otto Matic,220.0,2022-01-07,2022-08-15,403,,,,0.57901,,9.9e-09,6.9e-09,1.1e-08,1.9e-09,5.1e-09,1.1e-09,,
1003775,C/2021 G1 (Leonard),2021 G1,Leonard,C,,0,,13.7,,10.0,,,,,,,,,,JPL 1,2459323.5,59323,2021-04-19.0,J2000,0.9547,75.53,3.424,131.57,270.69,107.48,359.86,147.65,0.001501,2459417.72,2021-07-22.2,240000.0,656.0,2.79,1080.0,0.0551,-1.44,0.0035,5.9,0.0018,0.0036,0.013,0.09,0.017,12.0,0.00018,0.48,28000.0,COM,Otto Matic,25.0,2021-04-11,2021-05-06,48,,,6.0,0.48809,,,,,,,,,
1003820,C/2021 G2 (ATLAS),2021 G2,ATLAS,C,,0,,5.2,9.0,8.5,5.0,0.03,,,,,,,,JPL 71,2459978.5,59978,2023-02-03.0,J2000,0.9991,5494.0,4.981,48.47,221.1,343.34,360.0,10982.12,2.421e-06,2460563.23,2024-09-09.7,149000000.0,407000.0,4.0,1560.0,0.315,1.83,6.8e-06,41.0,1.1e-05,1.3e-05,4.6e-05,0.00022,1.6e-05,82.0,2.7e-08,0.0015,1700000.0,COM,Otto Matic,883.0,2021-09-29,2024-02-29,958,,,,0.29115,,,,,,,,,
1003788,C/2021 G3 (PANSTARRS),2021 G3,PANSTARRS,C,,0,,7.6,,14.75,,,,,,,,,,JPL 5,2459407.5,59407,2021-07-12.0,J2000,1.0012,-4344.0,5.181,102.88,147.42,10.66,-0.0,,3.442e-06,2459506.24,2021-10-18.7,,,4.21,1640.0,0.162,,4.3e-05,160.0,3.3e-05,0.00015,4.9e-05,0.00086,1.8e-05,,1.9e-07,0.0077,,HYP,Otto Matic,653.0,2021-02-09,2022-11-24,63,,,,0.36515,,,,,,,,,
1003811,P/2021 HS (PANSTARRS),2021 HS,PANSTARRS,P,Y,0,,20.6,,4.5,,,,,,,,,,JPL 39,2459398.5,59398,2021-07-03.0,J2000,0.8102,4.196,0.796,12.17,262.4,46.09,356.06,7.59,0.1147,2459432.89,2021-08-06.3,3140.0,8.59,0.0423,16.5,0.352,2.27,5.7e-06,0.00012,1.4e-06,8.2e-05,0.00022,0.0002,0.00016,0.00021,4.8e-06,3.8e-05,0.13,JFc,Otto Matic,243.0,2021-04-10,2021-12-09,181,,,4.0,0.41302,,,,,,,,,
1003780,C/2021 J1 (Maury-Attard),2021 J1,Maury-Attard,C,,0,,17.1,,5.25,,,,,,,,,,JPL 4,2459331.5,59331,2021-04-27.0,J2000,0.9344,26.53,1.741,92.72,88.32,147.33,0.48,51.31,0.007214,2459264.99,2021-02-19.4,49900.0,137.0,0.826,322.0,2.96,0.12,4.9e-05,0.02,3e-05,0.00039,0.00026,0.0022,0.00057,0.039,8.3e-06,0.0035,57.0,HTC,Otto Matic,124.0,2021-02-03,2021-06-07,106,,,4.0,0.53191,,,,,,,,,
1003781,C/2021 J2 (PANSTARRS),2021 J2,PANSTARRS,C,,0,,13.6,,4.5,,,,,,,,,,JPL 22,2459611.5,59611,2022-02-01.0,J2000,0.9599,117.2,4.707,156.21,23.33,172.06,0.1,229.75,0.0007765,2459479.98,2021-09-22.4,464000.0,1270.0,3.7,1440.0,0.74,-2.39,1.6e-05,0.048,1.3e-05,4.9e-05,4.6e-05,0.00031,6.4e-05,0.094,4.8e-07,0.0025,280.0,COM,Otto Matic,786.0,2021-03-20,2023-05-15,218,,,,0.50327,,,,,,,,,
1003782,P/2021 J3 (ATLAS),2021 J3,ATLAS,P,,0,,6.9,,10.75,,,,,,,,,,JPL 9,2459405.5,59405,2021-07-10.0,J2000,0.4508,8.933,4.906,14.57,111.24,125.69,27.22,12.96,0.03691,2458668.21,2019-07-03.7,9750.0,26.7,3.92,1530.0,0.294,2.85,0.00032,0.0034,0.00097,0.0013,0.0014,0.0092,0.02,0.005,2.1e-05,0.13,5.6,JFc,Otto Matic,119.0,2021-05-13,2021-09-09,144,,,5.0,0.44799,,,,,,,,,
1003778,C/2021 K1 (ATLAS),2021 K1,ATLAS,C,,0,,6.6,13.3,19.0,5.0,0.03,,,,,,,,JPL 17,2459445.5,59445,2021-08-19.0,J2000,0.804,12.74,2.498,16.28,140.91,184.3,2.31,22.99,0.02167,2459339.08,2021-05-04.5,16600.0,45.5,1.49,578.0,1.32,2.19,7.3e-06,0.00048,1.8e-06,2.8e-05,8.2e-05,0.00017,0.00012,0.00087,1.2e-06,0.00048,0.94,JFc,Otto Matic,651.0,2020-04-20,2022-01-31,676,,,3.0,0.46028,,,,,,,,,
1003783,C/2021 K2 (MASTER),2021 K2,MASTER,C,,0,,8.0,,10.0,,,,,,,,,,JPL 8,2459506.5,59506,2021-10-19.0,J2000,1.0012,-4553.0,5.467,100.85,282.25,343.32,0.0,,3.208e-06,2459466.65,2021-09-09.1,,,4.49,1750.0,0.379,-0.544,3.5e-05,130.0,2.5e-05,0.00018,8.3e-05,0.0019,5.6e-06,,1.4e-07,0.018,,HYP,Otto Matic,327.0,2021-05-10,2022-04-02,80,,,,0.46938,,,,,,,,,
1003789,C/2021 K3 (Catalina),2021 K3,Catalina,C,,0,,14.5,,4.5,,,,,,,,,,JPL 6,2459411.5,59411,2021-07-16.0,J2000,1.0036,-1469.0,5.23,134.8,114.44,181.95,-0.0,,1.751e-05,2459612.84,2022-02-02.3,,,4.21,1640.0,0.0832,,4.2e-05,17.0,5e-05,0.00017,0.00011,0.0019,6.2e-05,,3.1e-07,0.017,,HYP,Otto Matic,369.0,2021-05-20,2022-05-24,99,,,,0.32313,,,,,,,,,
1003784,P/2021 L2 (Leonard),2021 L2,Leonard,P,,0,,16.2,19.2,11.5,5.0,0.03,,,,,,,,JPL 8,2459421.5,59421,2021-07-26.0,J2000,0.5218,4.053,1.939,21.07,266.68,51.54,0.18,6.17,0.1208,2459420.05,2021-07-24.5,2980.0,8.16,0.992,386.0,0.439,2.69,1.2e-05,0.00012,8.5e-06,0.00014,0.00028,0.0015,0.00036,0.00018,5.4e-06,0.0031,0.13,JFc,Otto Matic,175.0,2021-05-11,2021-11-02,131,,,4.0,0.52767,,,,,,,,,
1003785,C/2021 L3 (Borisov),2021 L3,Borisov,C,,0,,7.6,10.4,8.0,5.0,0.03,,,,,,,,JPL 23,2459561.5,59561,2021-12-13.0,J2000,1.0011,-7945.0,8.458,78.58,344.97,91.59,-0.0,,1.392e-06,2459624.12,2022-02-13.6,,,8.3,3230.0,6.75,0.714,2.9e-05,210.0,4e-05,2.9e-05,8.8e-05,0.00066,3.5e-06,,5.6e-08,0.012,,HYP,Otto Matic,999.0,2021-06-08,2024-03-03,197,,,,0.52719,,,,,,,,,
1003792,P/2021 N1 (ZTF),2021 N1,ZTF,P,Y,0,,17.8,,21.75,,,,,,,,,,JPL 3,2459402.5,59402,2021-07-07.0,J2000,0.6768,2.977,0.962,11.51,301.16,21.19,5.84,4.99,0.1919,2459372.05,2021-06-06.5,1880.0,5.14,0.0211,8.2,0.525,2.84,0.00043,0.0047,0.00025,0.0013,0.021,0.01,0.015,0.0079,0.00046,0.0037,4.5,JFc,Otto Matic,25.0,2021-06-17,2021-07-12,96,,,7.0,0.59516,,,,,,,,,
1003793,P/2021 N2 (Fuls),2021 N2,Fuls,P,,0,,10.7,,6.0,,,,,,,,,,JPL 52,2459631.5,59631,2022-02-21.0,J2000,0.4524,6.933,3.797,13.06,221.74,177.36,5.38,10.07,0.05399,2459531.87,2021-11-13.3,6670.0,18.3,2.81,1090.0,1.14,2.76,3.5e-06,5.3e-05,6.5e-06,1.7e-05,3.7e-05,0.0004,0.00018,7.7e-05,6.2e-07,0.0025,0.076,JFc,Otto Matic,685.0,2021-06-27,2023-05-13,1064,,,3.0,0.38766,,,,,,,,,
1003794,C/2021 N3 (PANSTARRS),2021 N3,PANSTARRS,C,,0,,7.2,,12.5,,,,,,,,,,JPL 11,2459682.5,59682,2022-04-13.0,J2000,0.9643,159.9,5.711,26.75,337.49,304.7,0.29,314.02,0.0004876,2459081.1,2020-08-19.5,738000.0,2020.0,4.78,1860.0,1.45,2.66,2.1e-05,0.091,4e-05,4.8e-05,2.8e-05,0.00071,0.00025,0.18,4.2e-07,0.0038,630.0,JFc,Otto Matic,550.0,2021-06-13,2022-12-15,77,,,,0.2426,,,,,,,,,
1003795,C/2021 O1 (Nishimura),2021 O1,Nishimura,C,,0,,10.8,,10.0,,,,,,,,,,JPL 6,2459421.5,59421,2021-07-26.0,J2000,1.0031,-257.9,0.787,27.57,41.63,74.44,-0.0,,0.000238,2459440.43,2021-08-13.9,,,0.132,51.5,1.23,,0.003,250.0,0.00051,0.0075,0.017,0.039,0.0065,,0.00035,0.017,,HYP,Otto Matic,13.0,2021-07-23,2021-08-05,59,,,,0.68119,T,,,,,,,,
1003796,C/2021 O3 (PANSTARRS),2021 O3,PANSTARRS,C,,0,,18.6,,4.5,,,,,,,,,,JPL K221B/3,2459715.5,59715,2022-05-16.0,J2000,1.0001,-3723.0,0.287,56.79,189.02,299.99,0.0,,4.338e-06,2459690.55,2022-04-21.0,,,0.0637,24.8,2.16,0.446,9.5e-06,460.0,3.4e-06,0.00026,0.00049,0.00029,2e-05,,8e-07,0.00021,,HYP,Davide Farnocchia,161.0,2022-02-01,2022-07-12,64,,,,1.1292,,,,,,,,,
1003798,C/2021 P1 (PANSTARRS),2021 P1,PANSTARRS,C,,0,,12.6,,7.25,,,,,,,,,,JPL 8,2459470.5,59470,2021-09-13.0,J2000,1.0002,-17680.0,4.375,51.62,359.67,40.36,-0.0,,4.194e-07,2459732.2,2022-06-01.6,,,3.51,1370.0,0.0538,1.61,5.7e-05,4000.0,0.00016,0.001,0.00011,0.0047,3.8e-05,,1.4e-07,0.024,,HYP,Otto Matic,204.0,2021-07-14,2022-02-03,99,,,,0.27511,,,,,,,,,
1003799,C/2021 P2 (PANSTARRS),2021 P2,PANSTARRS,C,,0,,7.0,,12.25,,,,,,,,,,JPL 32,2459760.5,59760,2022-06-30.0,J2000,0.9986,3663.0,5.07,150.06,32.06,76.62,360.0,7321.72,4.445e-06,2459966.76,2023-01-22.2,81000000.0,222000.0,4.21,1640.0,1.83,-2.42,1.4e-05,37.0,1.1e-05,2.8e-05,6.7e-05,0.00021,1.4e-05,73.0,6.7e-08,0.0017,1200000.0,COM,Otto Matic,792.0,2021-06-19,2023-08-20,367,,,,0.49368,,,,,,,,,
1003800,P/2021 P3 (PANSTARRS),2021 P3,PANSTARRS,P,,0,,4.9,,28.75,,,,,,,,,,JPL 7,2459466.5,59466,2021-09-09.0,J2000,0.3405,4.422,2.916,27.16,358.24,334.24,10.7,5.93,0.106,2459365.55,2021-05-31.0,3400.0,9.3,1.93,751.0,0.218,2.72,3.2e-05,0.00034,0.00013,0.0023,6.4e-05,0.0075,0.003,0.00045,1.2e-05,0.032,0.39,JFc,Otto Matic,96.0,2021-08-03,2021-11-07,94,,,5.0,0.52972,,,,,,,,,
1003801,C/2021 P4 (ATLAS),2021 P4,ATLAS,C,,0,,10.8,12.8,8.0,5.0,0.03,,,,,,,,JPL 29,2459589.5,59589,2022-01-10.0,J2000,0.9966,314.5,1.08,56.31,348.09,175.82,359.96,628.01,0.0001767,2459790.88,2022-07-30.3,2040000.0,5580.0,0.0894,34.8,3.53,0.731,2.7e-06,0.25,1.7e-06,1.9e-05,4.4e-05,0.00011,4.2e-05,0.5,2.1e-07,0.00012,2400.0,COM,Otto Matic,346.0,2021-08-10,2022-07-22,956,,,,0.64917,,,,,,,,,
