"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3555763,"       (2011 BY18)","2011 BY18",,,Y,Y,0,20.84,,,,,,,,,,,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0,J2000,0.7834,2.264,0.490,3.65,135.21,240.11,266.50,4.04,0.2893,2460523.71,2024-08-01.2,1.24e+03,3.41,0.0231,8.98,1.43,3.12,9.2e-08,1.1e-07,2.0e-07,1.1e-05,1.2e-04,1.2e-04,1.2e-04,2.0e-07,2.2e-08,4.5e-04,9.4e-05,APO,"Otto Matic",2573,2011-01-25,2018-02-10,91,,,1,.57209,,,,,,,,,
3558389,"       (2011 BE38)","2011 BE38",,,Y,Y,0,18.35,,,,,,,,,,,,,,,,,,,"JPL 30",2460200.5,60200,2023-09-13.0,J2000,0.7110,2.628,0.760,8.16,321.37,302.61,319.89,4.50,0.2313,2460373.92,2024-03-04.4,1.56e+03,4.26,0.0215,8.38,0.858,2.97,1.0e-07,1.4e-07,2.6e-07,1.9e-05,7.0e-05,7.5e-05,8.4e-05,2.3e-07,1.8e-08,3.8e-04,1.2e-04,APO,"Otto Matic",1457,2011-01-28,2015-01-24,158,,,0,.38154,,,,,,,,,
3556126,"       (2011 BM45)","2011 BM45",,,Y,Y,0,21.60,,,,,,,,,,,,,,,,,,,"JPL 14",2460200.5,60200,2023-09-13.0,J2000,0.8034,1.921,0.378,5.32,302.19,63.27,293.19,3.46,0.3701,2460381.02,2024-03-11.5,973,2.66,0.00662,2.58,2.05,3.43,2.4e-06,1.5e-07,4.6e-06,1.8e-04,4.8e-04,6.7e-04,4.1e-04,2.7e-07,4.3e-08,1.1e-03,1.1e-04,APO,"Otto Matic",2908,2011-01-30,2019-01-16,50,,,2,.59821,,,,,,,,,
3557481,"       (2011 BO59)","2011 BO59",,,Y,Y,0,21.26,,,,,,,,,,,,,,,,,,,"JPL 46",2460200.5,60200,2023-09-13.0,J2000,0.4650,1.829,0.979,4.75,343.53,221.38,5.55,2.68,0.3984,2460186.57,2023-08-30.0,904,2.47,0.0259,10.1,2.29,3.89,3.0e-08,6.1e-09,5.4e-08,8.2e-06,2.6e-05,3.1e-05,9.6e-06,9.0e-09,2.0e-09,2.4e-05,4.6e-06,APO,"Otto Matic",3844,2011-01-30,2021-08-09,265,,,0,.46174,,,,,,,,,
3557636,"       (2011 BT59)","2011 BT59",,,Y,Y,0,20.83,,,,,,,,,,,,,,,,,,,"JPL 15",2460200.5,60200,2023-09-13.0,J2000,0.9452,2.493,0.137,3.67,36.20,305.96,92.59,4.85,0.2505,2459830.83,2022-09-08.3,1.44e+03,3.94,0.0167,6.5,0.595,2.54,2.8e-04,5.4e-03,3.9e-04,2.4e-03,5.0e-02,7.3e-02,3.8e+00,1.0e-02,8.1e-04,1.4e+01,4.7e+00,APO,"Otto Matic",28,2011-01-10,2011-02-07,15,,,7,.30859,,,,,,,,,
3556208,"       (2011 CG2)","2011 CG2",,,Y,Y,0,21.45,,,,,,,,,,10.813,,,,,,,,,"JPL 85",2460200.5,60200,2023-09-13.0,J2000,0.1584,1.177,0.991,2.76,293.18,283.94,247.29,1.36,0.7716,2460346.56,2024-02-06.0,467,1.28,0.0296,11.5,3.6,5.36,1.3e-08,1.6e-09,1.5e-08,2.8e-06,4.0e-05,4.2e-05,1.7e-05,1.9e-09,1.6e-09,2.3e-05,9.6e-07,APO,"Otto Matic",3588,2011-01-11,2020-11-07,431,,,0,.39286,,,,,,,,,
3556968,"       (2011 CT4)","2011 CT4",,,Y,Y,0,20.54,,,,,,,,,,3.93,,,,,,,,,"JPL 38",2460200.5,60200,2023-09-13.0,J2000,0.7186,1.726,0.486,2.65,304.78,69.65,242.20,2.97,0.4347,2460471.47,2024-06-09.9,828,2.27,0.0064,2.49,2.51,3.81,7.4e-08,1.3e-08,1.3e-07,1.5e-05,3.3e-05,3.6e-05,7.5e-06,2.2e-08,4.9e-09,2.0e-05,9.3e-06,APO,"Otto Matic",3302,2011-02-04,2020-02-19,333,,,0,.45337,,,,,,,,,
3557196,"       (2011 CC22)","2011 CC22",,,Y,Y,0,21.22,,,,,,,,,,,,,,,,,,,"JPL 15",2460200.5,60200,2023-09-13.0,J2000,0.1153,1.123,0.993,34.82,130.32,171.28,54.85,1.25,0.8287,2460134.31,2023-07-08.8,434,1.19,0.0205,7.99,4,5.39,5.6e-08,3.9e-09,6.2e-08,2.9e-05,1.2e-05,2.5e-05,2.5e-05,4.3e-09,4.3e-09,3.0e-05,2.2e-06,APO,"Otto Matic",4754,2011-02-06,2024-02-12,62,,,0,.73662,,,,,,,,,
3557485,"       (2011 CX46)","2011 CX46",,,Y,Y,0,22.02,,,,,,,,,,,,,,,,,,,"JPL 20",2460200.5,60200,2023-09-13.0,J2000,0.5493,1.473,0.664,7.77,150.88,105.68,321.54,2.28,0.5513,2460270.27,2023-11-21.7,653,1.79,0.0309,12,2.81,4.41,4.7e-08,9.1e-09,6.6e-08,2.0e-05,4.4e-05,4.5e-05,8.4e-06,1.4e-08,5.1e-09,1.6e-05,6.0e-06,APO,"Otto Matic",3303,2011-02-11,2020-02-27,82,,,0,.51596,,,,,,,,,
3557486,"       (2011 CY46)","2011 CY46",,,Y,Y,0,19.90,,,,,,,,,,5.567,,,,,,,,,"JPL 40",2460200.5,60200,2023-09-13.0,J2000,0.6118,2.149,0.834,11.56,11.09,221.15,335.07,3.46,0.3129,2460280.17,2023-12-01.6,1.15e+03,3.15,0.0427,16.6,1.64,3.42,2.8e-08,6.2e-08,5.3e-08,2.0e-05,6.6e-05,6.3e-05,6.2e-05,1.0e-07,1.4e-08,2.0e-04,5.0e-05,APO,"Otto Matic",1269,2011-02-11,2014-08-03,219,,,0,.34752,,,,,,,,,
3557843,"       (2011 DV)","2011 DV",,,Y,Y,0,20.67,,,,,,,,,,,,,,,,,,,"JPL 33",2460200.5,60200,2023-09-13.0,J2000,0.0499,0.9568,0.909,10.59,35.13,350.58,280.23,1.00,1.053,2460276.25,2023-11-27.7,342,0.936,0.0035,1.36,4.04,6.28,1.3e-07,2.7e-08,1.3e-07,9.9e-05,6.1e-05,2.9e-04,3.2e-04,2.9e-08,4.5e-08,3.1e-04,1.5e-05,ATE,"Otto Matic",4667,2011-02-22,2023-12-03,135,,,1,.61539,,,,,,,,,
3557957,"       (2011 DS9)","2011 DS9",,,Y,Y,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 44",2460200.5,60200,2023-09-13.0,J2000,0.6427,2.621,0.937,3.70,93.35,146.25,326.61,4.31,0.2322,2460344.27,2024-02-03.7,1.55e+03,4.24,0.00372,1.45,0.72,3.07,3.7e-08,7.1e-08,8.6e-08,5.0e-06,8.4e-05,8.4e-05,4.7e-05,1.2e-07,9.4e-09,2.1e-04,6.3e-05,APO,"Otto Matic",1421,2011-02-25,2015-01-16,270,,,0,.37642,,,,,,,,,
3558375,"       (2011 EL11)","2011 EL11",,,Y,Y,0,19.84,,,,,,,,,,,,,,,,,,,"JPL 14",2460200.5,60200,2023-09-13.0,J2000,0.6903,1.996,0.618,3.91,313.75,82.19,201.28,3.37,0.3495,2460654.64,2024-12-10.1,1.03e+03,2.82,0.00647,2.52,2.1,3.5,8.8e-07,3.2e-08,1.8e-06,4.3e-05,3.4e-04,2.3e-04,3.6e-05,5.4e-08,8.4e-09,1.1e-04,2.5e-05,APO,"Otto Matic",5156,2008-02-28,2022-04-11,38,,,0,.60638,,,,,,,,,
3558386,"       (2011 EF17)","2011 EF17",,,Y,Y,0,19.20,,,,,,,,,,,,,,,,,,,"JPL 19",2460200.5,60200,2023-09-13.0,J2000,0.7430,2.343,0.602,4.22,3.87,282.39,136.28,4.08,0.2748,2459704.60,2022-05-05.1,1.31e+03,3.59,0.0109,4.24,1.16,3.12,6.0e-08,5.1e-08,1.4e-07,1.6e-05,1.4e-04,1.4e-04,2.8e-05,8.9e-08,8.9e-09,8.8e-05,4.3e-05,APO,"Otto Matic",2816,2011-03-05,2018-11-19,72,,,0,.62278,,,,,,,,,
3558387,"       (2011 EG17)","2011 EG17",,,Y,Y,0,20.70,,,,,,,,,,,,,,,,,,,"JPL 30",2460200.5,60200,2023-09-13.0,J2000,0.4188,1.38,0.802,20.11,170.11,241.55,327.41,1.96,0.6079,2460254.11,2023-11-05.6,592,1.62,0.0438,17,3.57,4.65,1.6e-07,4.6e-09,2.2e-07,1.4e-05,1.6e-05,2.8e-05,4.2e-05,6.5e-09,3.0e-09,6.8e-05,3.0e-06,APO,"Otto Matic",4745,2011-03-06,2024-03-02,119,,,0,.49679,,,,,,,,,
3559599,"       (2011 EO40)","2011 EO40",,,Y,Y,0,21.71,,,,,,,,,,,,,,,,,,,"JPL 9",2460200.5,60200,2023-09-13.0,J2000,0.5403,1.654,0.760,3.36,50.25,17.15,355.30,2.55,0.4635,2460210.64,2023-09-23.1,777,2.13,0.048,18.7,2.8,4.09,6.6e-05,1.4e-04,5.2e-05,3.9e-04,6.1e-03,7.4e-03,3.7e-01,2.1e-04,5.7e-05,8.1e-01,9.6e-02,APO,"Otto Matic",34,2011-03-10,2011-04-13,20,,,6,.62251,,,,,,,,,
3559839,"       (2011 EL51)","2011 EL51",,,Y,Y,0,21.86,,,,,,,,,,,,,,,,,,,"JPL 11",2460200.5,60200,2023-09-13.0,J2000,0.5687,1.191,0.514,10.98,198.48,94.86,165.06,1.87,0.7585,2459982.87,2023-02-07.3,475,1.3,0.0472,18.4,3.39,5.14,2.3e-06,2.1e-08,2.8e-06,4.4e-05,1.1e-04,2.2e-04,4.4e-05,3.4e-08,2.0e-08,5.5e-05,1.3e-05,APO,"Otto Matic",4739,2011-03-11,2024-03-01,43,,,1,.61869,,,,,,,,,
3559842,"       (2011 EO51)","2011 EO51",,,Y,Y,0,21.10,,,,,,,,,,,,,,,,,,,"JPL 16",2460200.5,60200,2023-09-13.0,J2000,0.7861,1.565,0.335,6.75,175.10,227.41,168.28,2.80,0.5033,2459866.16,2022-10-13.6,715,1.96,0.0245,9.55,2.65,4,8.0e-07,5.6e-08,1.3e-06,3.2e-05,6.1e-05,1.0e-04,1.3e-04,1.0e-07,2.7e-08,2.4e-04,3.8e-05,APO,"Otto Matic",2209,2011-03-12,2017-03-29,51,,,1,.46043,,,,,,,,,
3560915,"       (2011 GA)","2011 GA",,,Y,Y,0,20.73,,,,,,,,,,,,,,,,,,,"JPL 42",2460200.5,60200,2023-09-13.0,J2000,0.5911,1.803,0.737,9.83,200.37,109.81,5.37,2.87,0.407,2460187.31,2023-08-30.8,885,2.42,0.00678,2.64,2.52,3.82,4.6e-08,9.1e-09,7.9e-08,7.9e-06,8.2e-06,1.3e-05,8.5e-07,1.5e-08,3.1e-09,2.2e-06,6.7e-06,APO,"Otto Matic",4614,2011-04-01,2023-11-18,177,3,1,0,.39851,,,,,,,,,
3562322,"       (2011 GM44)","2011 GM44",,,Y,Y,0,19.65,,,,,,,,,,,,,,,,,,,"JPL 25",2460200.5,60200,2023-09-13.0,J2000,0.5191,0.7817,0.376,49.33,10.83,37.53,97.81,1.19,1.426,2460131.92,2023-07-06.4,252,0.691,0.0248,9.64,4.38,7.09,5.9e-07,3.0e-09,4.6e-07,1.0e-04,1.8e-05,1.3e-05,8.2e-05,4.6e-09,8.3e-09,5.7e-05,1.5e-06,ATE,"Otto Matic",5806,2006-05-28,2022-04-20,139,,,0,.32335,,,,,,,,,
3562866,"       (2011 GS60)","2011 GS60",,,Y,Y,0,19.00,,,,,,,,,,,,,,,,,,,"JPL 18",2460200.5,60200,2023-09-13.0,J2000,0.9226,3.361,0.260,19.29,137.56,307.50,14.73,6.46,0.1599,2460108.43,2023-06-12.9,2.25e+03,6.16,0.0242,9.41,1.1,2.13,1.5e-06,2.8e-07,5.2e-06,3.8e-05,1.5e-03,9.6e-04,7.3e-05,5.5e-07,2.0e-08,4.4e-04,2.9e-04,APO,"Otto Matic",2323,2011-04-08,2017-08-17,72,,,0,.52972,,,,,,,,,
3563859,"       (2011 HS)","2011 HS",,,Y,Y,0,21.10,,,,,,,,,,6,,,,,,,,,"JPL 19",2460200.5,60200,2023-09-13.0,J2000,0.6921,2.815,0.867,7.87,182.35,334.52,238.37,4.76,0.2086,2460783.46,2025-04-17.9,1.73e+03,4.72,0.0492,19.2,0.422,2.9,8.2e-05,4.2e-04,1.0e-04,1.5e-04,2.1e-03,3.0e-03,2.5e-01,7.1e-04,4.6e-05,1.3e+00,3.8e-01,APO,"Otto Matic",61,2011-04-25,2011-06-25,79,,,6,.4356,,,,,,,,,
3563860,"       (2011 HT)","2011 HT",,,Y,Y,0,22.00,,,,,,,,,,,,,,,,,,,"JPL 43",2460200.5,60200,2023-09-13.0,J2000,0.4510,1.928,1.058,7.11,90.08,163.63,212.62,2.80,0.3682,2460600.75,2024-10-17.2,978,2.68,0.049,19.1,2.26,3.78,2.5e-08,2.1e-09,4.7e-08,3.1e-06,1.2e-05,1.6e-05,5.5e-06,3.1e-09,6.0e-10,1.5e-05,1.6e-06,AMO,"Otto Matic",3020,2011-04-25,2019-08-01,223,,,0,.46112,,,,,,,,,
3564590,"       (2011 JA)","2011 JA",,,Y,Y,0,21.44,,,,,,,,,,,,,,,,,,,"JPL 17",2460200.5,60200,2023-09-13.0,J2000,0.2875,1.185,0.844,41.62,215.01,286.17,260.78,1.53,0.7639,2460330.39,2024-01-20.8,471,1.29,0.000678,0.264,3.7,5.07,1.0e-07,4.2e-09,1.3e-07,5.5e-05,1.6e-05,2.1e-05,2.4e-05,5.4e-09,4.1e-09,3.2e-05,2.5e-06,APO,"Otto Matic",8032,2001-10-30,2023-10-27,93,,,0,.4092,,,,,,,,,
3564724,"       (2011 JD1)","2011 JD1",,,Y,Y,0,21.74,,,,,,,,,,,,,,,,,,,"JPL 16",2455688.5,55688,2011-05-07.0,J2000,0.3576,1.112,0.714,21.95,34.31,85.63,60.02,1.51,0.8409,2455617.13,2011-02-24.6,428,1.17,0.00675,2.63,3.7,5.48,8.0e-04,1.2e-03,1.4e-04,4.6e-02,9.5e-03,7.3e-02,1.6e-01,1.6e-03,1.3e-03,8.1e-02,6.7e-01,APO,"Otto Matic",18,2011-05-03,2011-05-21,75,,,8,.37226,,,,,,,,,
3565474,"       (2011 JR13)","2011 JR13",,,Y,Y,0,19.72,,,,,,,,,,3.96,,,,,,,,,"JPL 52",2460200.5,60200,2023-09-13.0,J2000,0.7258,1.299,0.356,24.70,235.08,129.58,71.41,2.24,0.6657,2460093.23,2023-05-28.7,541,1.48,0.0465,18.1,3.43,4.63,1.0e-07,5.8e-09,1.3e-07,2.0e-05,6.5e-06,1.7e-05,1.6e-05,1.0e-08,4.5e-09,2.3e-05,3.6e-06,APO,"Otto Matic",3268,2011-05-10,2020-04-20,226,7,0,0,.41664,,,,,,,,,
3566441,"       (2011 KE)","2011 KE",,,Y,Y,0,19.81,,,,,,,,,,8.2,,,,,,,,,"JPL 19",2460200.5,60200,2023-09-13.0,J2000,0.9547,2.207,0.100,5.89,205.01,188.55,258.97,4.31,0.3007,2460536.53,2024-08-14.0,1.2e+03,3.28,0.0418,16.3,1.14,2.74,2.2e-08,5.0e-08,4.6e-08,1.2e-05,8.3e-05,8.4e-05,4.4e-05,9.9e-08,1.0e-08,1.6e-04,4.1e-05,APO,"Otto Matic",2521,2011-05-21,2018-04-15,203,,,0,.35154,,,,,,,,,
3566695,"       (2011 KU15)","2011 KU15",,,Y,Y,0,21.80,,,,,,,,,,,,,,,,,,,"JPL 8",2455711.5,55711,2011-05-30.0,J2000,0.8761,1.955,0.242,4.40,214.49,166.85,337.84,3.67,0.3607,2455772.93,2011-07-30.4,998,2.73,0.0477,18.5,1.81,3.25,6.2e-03,5.2e-02,5.6e-03,1.2e-01,5.2e-01,2.6e-01,1.0e+00,9.8e-02,1.4e-02,3.3e-01,4.0e+01,APO,"Otto Matic",9,2011-05-26,2011-06-04,18,,,9,.44378,,,,,,,,,
3567991,"       (2011 LA19)","2011 LA19",,,Y,Y,0,19.17,,,,,,,0.852,,0.056,,,,,,,,,0.43,"JPL 68",2460200.5,60200,2023-09-13.0,J2000,0.6517,2.912,1.014,19.21,97.96,202.77,152.19,4.81,0.1983,2459433.17,2021-08-06.6,1.82e+03,4.97,0.0267,10.4,0.639,2.86,3.8e-08,2.1e-08,1.1e-07,7.8e-06,1.6e-05,1.5e-05,7.5e-06,3.5e-08,2.1e-09,3.0e-05,2.0e-05,APO,"Otto Matic",3750,2011-06-09,2021-09-14,298,,,0,.37704,,,,,,,,,
3567993,"       (2011 LC19)","2011 LC19",,,Y,Y,0,18.80,,,,,,,,,,,,,,,,,,,"JPL 75",2460200.5,60200,2023-09-13.0,J2000,0.7323,3.197,0.856,10.50,219.41,139.19,30.45,5.54,0.1724,2460023.89,2023-03-20.3,2.09e+03,5.72,0.0185,7.21,0.637,2.68,1.6e-08,7.0e-08,5.1e-08,1.1e-05,2.1e-05,2.2e-05,2.5e-05,1.2e-07,5.6e-09,1.4e-04,6.8e-05,APO,"Otto Matic",2143,2011-06-10,2017-04-22,349,3,4,0,.33408,,,,,,,,,
3567995,"       (2011 LJ19)","2011 LJ19",,,Y,Y,0,21.30,,,,,,,,,,6.69,,,,,,,,,"JPL 52",2460200.5,60200,2023-09-13.0,J2000,0.6208,2.622,0.994,1.54,296.44,30.47,302.11,4.25,0.2322,2460449.87,2024-05-19.3,1.55e+03,4.25,0.00529,2.06,1.13,3.1,1.2e-05,8.0e-05,1.7e-06,2.1e-05,2.1e-04,1.8e-04,4.6e-02,1.3e-04,1.1e-05,2.1e-01,7.1e-02,APO,"Otto Matic",167,2011-05-29,2011-11-12,418,,,5,.34972,,,,,,,,,
3568319,"       (2011 MU)","2011 MU",,,Y,Y,0,20.33,,,,,,,,,,,,,,,,,,,"JPL 39",2460200.5,60200,2023-09-13.0,J2000,0.6652,1.35,0.452,7.30,99.99,281.90,247.12,2.25,0.6281,2460380.22,2024-03-10.7,573,1.57,0.0244,9.5,3.23,4.61,3.5e-08,1.1e-08,4.8e-08,7.9e-06,2.4e-05,2.4e-05,5.1e-06,1.8e-08,7.7e-09,9.5e-06,7.0e-06,APO,"Otto Matic",4020,2011-06-23,2022-06-25,207,,,0,.49626,,,,,,,,,
3572227,"       (2011 OA)","2011 OA",,,Y,Y,0,21.20,,,,,,,,,,,,,,,,,,,"JPL 26",2460200.5,60200,2023-09-13.0,J2000,0.5190,2.16,1.039,9.14,280.86,28.18,295.99,3.28,0.3105,2460406.66,2024-04-06.1,1.16e+03,3.17,0.0492,19.1,2.03,3.5,7.5e-08,1.6e-07,2.2e-07,1.2e-05,1.1e-04,1.3e-04,1.6e-04,2.5e-07,3.5e-08,5.3e-04,1.3e-04,AMO,"Otto Matic",1108,2011-07-19,2014-07-31,112,,,1,.31175,,,,,,,,,
3572706,"       (2011 OB)","2011 OB",,,Y,Y,0,19.41,,,,,,,,,,,,,,,,,,,"JPL 22",2460200.5,60200,2023-09-13.0,J2000,0.5241,0.904,0.430,27.74,106.23,48.92,127.26,1.38,1.147,2460089.53,2023-05-25.0,314,0.86,0.0104,4.06,3.74,6.38,2.7e-07,8.0e-09,2.5e-07,3.0e-05,5.0e-05,1.9e-05,4.8e-05,1.2e-08,1.5e-08,4.1e-05,4.2e-06,ATE,"Otto Matic",9525,1993-08-12,2019-09-10,69,,,0,.28892,,,,,,,,,
3574100,"       (2011 OR15)","2011 OR15",,,Y,Y,0,21.00,,,,,,,,,,,,,,,,,,,"JPL 27",2460200.5,60200,2023-09-13.0,J2000,0.4431,1.656,0.922,5.01,146.09,251.09,214.58,2.39,0.4627,2460514.81,2024-07-23.3,778,2.13,0.0391,15.2,3.06,4.15,5.2e-08,7.4e-08,8.4e-08,1.0e-05,2.7e-05,2.9e-05,1.4e-04,1.1e-07,3.1e-08,3.2e-04,5.2e-05,APO,"Otto Matic",942,2011-07-26,2014-02-22,77,,,1,.6081,,,,,,,,,
3574344,"       (2011 OV18)","2011 OV18",,,Y,Y,0,19.70,,,,,,,,,,,,,,,,,,,"JPL 19",2460200.5,60200,2023-09-13.0,J2000,0.4391,1.631,0.915,16.93,271.30,148.97,238.75,2.35,0.4734,2460456.64,2024-05-26.1,761,2.08,0.0244,9.51,3.04,4.15,8.0e-08,9.6e-08,1.1e-07,4.1e-05,1.1e-04,8.2e-05,1.9e-04,1.4e-07,4.2e-08,4.2e-04,6.7e-05,APO,"Otto Matic",3468,2010-01-08,2019-07-08,56,,,1,.45257,,,,,,,,,
3574783,"       (2011 PS)","2011 PS",,,Y,Y,0,20.40,,,,,,,,,,,,,,,,,,,"JPL 33",2460200.5,60200,2023-09-13.0,J2000,0.5152,1.806,0.876,3.73,19.08,26.85,323.00,2.74,0.406,2460291.61,2023-12-13.1,887,2.43,0.0267,10.4,2.69,3.89,5.5e-08,1.2e-07,7.1e-08,1.5e-05,1.9e-04,1.9e-04,1.7e-04,1.8e-07,3.9e-08,4.3e-04,8.5e-05,APO,"Otto Matic",2067,2011-08-02,2017-03-30,143,,,1,.35083,,,,,,,,,
3577535,"       (2011 RJ1)","2011 RJ1",,,Y,Y,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0,J2000,0.5893,2.552,1.048,6.75,7.40,345.38,340.52,4.06,0.2417,2460281.09,2023-12-02.5,1.49e+03,4.08,0.0498,19.4,1.39,3.16,2.2e-05,1.3e-04,1.3e-06,1.8e-04,2.0e-04,3.3e-04,8.5e-02,2.1e-04,1.9e-05,3.6e-01,1.2e-01,AMO,"Otto Matic",71,2011-09-07,2011-11-17,154,,,5,.54104,,,,,,,,,
3578980,"       (2011 SO32)","2011 SO32",,,Y,Y,0,21.19,,,,,,,,,,,,,,,,,,,"JPL 53",2460200.5,60200,2023-09-13.0,J2000,0.4768,1.725,0.902,9.91,198.74,243.59,73.78,2.55,0.4352,2460030.94,2023-03-27.4,827,2.26,0.048,18.7,2.79,4.01,2.4e-08,3.8e-09,4.0e-08,6.7e-06,1.5e-05,1.7e-05,8.8e-06,5.7e-09,1.5e-09,2.0e-05,2.8e-06,APO,"Otto Matic",3487,2011-09-22,2021-04-09,281,,,0,.54837,,,,,,,,,
3579078,"       (2011 SM68)","2011 SM68",,,Y,Y,0,19.63,,,,,,,,,,,,,,,,,,,"JPL 35",2460200.5,60200,2023-09-13.0,J2000,0.6640,1.396,0.469,19.24,24.03,109.21,45.16,2.32,0.5977,2460124.95,2023-06-29.4,602,1.65,0.000655,0.255,2.91,4.46,8.3e-08,9.7e-09,1.2e-07,2.4e-05,1.5e-05,1.9e-05,2.5e-05,1.6e-08,6.2e-09,4.1e-05,6.3e-06,APO,"Otto Matic",4086,2010-06-19,2021-08-26,216,,,0,.37775,,,,,,,,,
3580963,"       (2011 TK)","2011 TK",,,Y,Y,0,21.50,,,,,,,,,,,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0,J2000,0.6461,2.463,0.872,7.78,328.37,122.14,16.66,4.05,0.2549,2460135.13,2023-07-09.6,1.41e+03,3.87,0.0267,10.4,1.3,3.15,1.4e-07,2.2e-07,2.8e-07,2.8e-05,2.4e-04,2.5e-04,1.5e-04,3.7e-07,3.5e-08,6.0e-04,1.9e-04,APO,"Otto Matic",1662,2011-10-01,2016-04-19,85,,,1,.33776,,,,,,,,,
3581507,"       (2011 TC4)","2011 TC4",,,Y,Y,0,20.32,,,,,,,,,,,,,,,,,,,"JPL 53",2460200.5,60200,2023-09-13.0,J2000,0.7197,1.491,0.418,3.13,200.68,309.41,147.74,2.56,0.5414,2459927.60,2022-12-14.1,665,1.82,0.0157,6.1,2.46,4.23,2.2e-08,4.7e-09,3.4e-08,5.1e-06,5.3e-05,5.4e-05,3.0e-06,8.0e-09,2.5e-09,4.9e-06,3.1e-06,APO,"Otto Matic",4043,2011-10-03,2022-10-28,243,,,0,.50552,,,,,,,,,
3581669,"       (2011 TX8)","2011 TX8",,,Y,Y,0,21.94,,,,,,,,,,,,,,,,,,,"JPL 19",2460200.5,60200,2023-09-13.0,J2000,0.7084,0.9095,0.265,5.98,207.85,313.35,192.58,1.55,1.136,2460347.83,2024-02-07.3,317,0.867,0.0127,4.94,3.44,6.31,3.3e-07,9.8e-09,3.0e-07,1.9e-05,9.1e-05,9.2e-05,7.7e-05,1.7e-08,1.8e-08,7.0e-05,5.1e-06,ATE,"Otto Matic",4358,2011-10-06,2023-09-11,72,,,1,.5945,,,,,,,,,
3582010,"       (2011 TN9)","2011 TN9",,,Y,Y,0,21.39,,,,,,,,,,,,,,,,,,,"JPL 38",2460200.5,60200,2023-09-13.0,J2000,0.4511,1.899,1.042,4.10,199.15,163.12,204.48,2.76,0.3766,2460613.49,2024-10-29.9,956,2.62,0.0444,17.3,2.71,3.81,5.7e-08,3.0e-07,2.4e-07,7.4e-06,2.3e-05,8.6e-05,4.2e-04,4.4e-07,9.0e-08,1.2e-03,2.3e-04,AMO,"Otto Matic",1223,2011-10-15,2015-02-19,368,,,1,.45259,,,,,,,,,
3582137,"       (2011 UG20)","2011 UG20",,,Y,Y,0,21.44,,,,,,,,,,,,,,,,,,,"JPL 12",2460200.5,60200,2023-09-13.0,J2000,0.6866,1.124,0.352,18.99,205.71,305.07,304.26,1.90,0.8268,2460267.91,2023-11-19.4,435,1.19,0.00507,1.97,3.22,5.27,1.2e-06,8.4e-09,1.4e-06,9.1e-05,3.3e-05,1.2e-04,7.7e-05,1.4e-08,9.3e-09,9.3e-05,4.9e-06,APO,"Otto Matic",2189,2011-10-18,2017-10-15,106,,,0,.57869,,,,,,,,,
3582138,"       (2011 UH20)","2011 UH20",,,Y,Y,0,21.10,,,,,,,,,,,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0,J2000,0.3360,1.231,0.817,35.78,21.61,257.15,316.37,1.64,0.7217,2460260.95,2023-11-12.4,499,1.37,0.0109,4.24,3.66,4.97,8.0e-08,4.5e-09,1.0e-07,1.4e-05,8.1e-06,1.7e-05,2.2e-05,6.0e-09,4.0e-09,3.1e-05,2.7e-06,APO,"Otto Matic",4007,2011-10-18,2022-10-07,95,,,0,.6095,,,,,,,,,
3582143,"       (2011 UT20)","2011 UT20",,,Y,Y,0,20.42,,,,,,,,,,,,,,,,,,,"JPL 42",2460200.5,60200,2023-09-13.0,J2000,0.4407,1.191,0.666,6.56,271.34,246.46,328.68,1.72,0.7587,2460241.78,2023-10-24.2,474,1.3,0.0319,12.4,3.29,5.22,1.6e-07,9.1e-09,1.9e-07,6.1e-06,9.4e-05,9.2e-05,5.3e-05,1.3e-08,8.7e-09,7.1e-05,5.4e-06,APO,"Otto Matic",3551,2011-10-19,2021-07-09,125,,,0,.61696,,,,,,,,,
