"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3789225,"       (2017 VR12)","2017 VR12",,,Y,Y,0,20.66,,,,,,,,,,1.37755,,,,,,,,,"JPL 66",2460200.5,60200,2023-09-13.0,J2000,0.2694,1.369,1.000,9.22,347.26,180.80,159.30,1.74,0.6152,2459941.58,2022-12-28.0,585,1.6,0.00621,2.42,3.23,4.78,4.5e-09,9.6e-09,4.3e-09,3.1e-06,2.1e-06,8.7e-06,1.4e-05,1.2e-08,6.5e-09,2.1e-05,6.2e-06,APO,"Otto Matic",4957,2010-01-23,2023-08-20,422,5,1,0,.37155,,,,,,,,,
3789399,"       (2017 VW13)","2017 VW13",,,Y,Y,0,20.70,,,,,,,,,,,,,,,,,,,"JPL 29",2460200.5,60200,2023-09-13.0,J2000,0.5559,2.167,0.962,11.49,45.67,337.13,305.92,3.37,0.3091,2460375.48,2024-03-05.9,1.16e+03,3.19,0.00102,0.397,2.1,3.45,8.5e-06,4.0e-05,3.7e-07,1.1e-04,2.5e-05,5.9e-05,1.9e-02,6.3e-05,8.7e-06,6.5e-02,3.3e-02,APO,"Otto Matic",118,2017-11-06,2018-03-04,275,,,4,.28973,,,,,,,,,
3789420,"       (2017 VV14)","2017 VV14",,,Y,Y,0,18.40,,,,,,,,,,,,,,,,,,,"JPL 16",2460200.5,60200,2023-09-13.0,J2000,0.8450,2.24,0.347,15.89,77.93,234.76,290.64,4.13,0.2941,2460436.38,2024-05-05.8,1.22e+03,3.35,0.0491,19.1,1.54,3,6.0e-08,9.4e-08,1.3e-07,9.9e-06,3.8e-05,3.8e-05,2.0e-05,1.7e-07,1.9e-08,8.3e-05,7.7e-05,APO,"Otto Matic",2555,2017-01-31,2024-01-30,100,,,0,.66501,,,,,,,,,
3789446,"       (2017 VO15)","2017 VO15",,,Y,Y,0,19.58,,,,,,,,,,,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.4801,1.889,0.982,26.07,80.36,19.03,76.01,2.80,0.3796,2460000.24,2023-02-24.7,948,2.6,0.0141,5.48,2.48,3.7,3.8e-08,4.2e-08,7.8e-08,8.1e-06,1.9e-05,2.0e-05,3.0e-05,6.3e-08,1.3e-08,7.2e-05,3.2e-05,APO,"Otto Matic",2019,2017-10-07,2023-04-18,182,,,0,.45374,,,,,,,,,
3789542,"       (2017 WG2)","2017 WG2",,,Y,Y,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 40",2460200.5,60200,2023-09-13.0,J2000,0.5783,1.124,0.474,14.54,101.35,103.16,233.38,1.77,0.8271,2460353.58,2024-02-13.0,435,1.19,0.0456,17.7,3.25,5.36,1.1e-07,4.8e-09,1.2e-07,8.3e-06,2.6e-05,2.6e-05,7.8e-06,7.6e-09,5.3e-09,9.4e-06,2.8e-06,APO,"Otto Matic",2224,2017-11-18,2023-12-21,168,,,0,.39377,,,,,,,,,
3789609,"       (2017 WX12)","2017 WX12",,,Y,Y,0,22.12,,,,,,,,,,16.232,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.5625,2.173,0.951,12.49,84.44,34.21,276.45,3.39,0.3078,2460471.97,2024-06-10.4,1.17e+03,3.2,0.0209,8.14,1.8,3.44,2.5e-07,1.2e-06,4.4e-08,3.9e-06,2.9e-06,1.7e-05,5.3e-04,1.9e-06,2.5e-07,1.9e-03,9.6e-04,APO,"Otto Matic",118,2017-11-20,2018-03-18,213,4,4,2,.30331,,,,,,,,,
3789631,"       (2017 WV13)","2017 WV13",,,Y,Y,0,21.20,,,,,,,,,,,,,,,,,,,"JPL 18",2460200.5,60200,2023-09-13.0,J2000,0.6770,1.288,0.416,12.09,253.64,298.21,298.73,2.16,0.6739,2460291.42,2023-12-12.9,534,1.46,0.00923,3.59,2.87,4.75,1.1e-07,2.5e-08,1.4e-07,1.2e-05,2.3e-05,2.4e-05,3.8e-05,4.2e-08,2.0e-08,5.9e-05,1.6e-05,APO,"Otto Matic",1087,2017-11-21,2020-11-12,129,,,0,.44242,,,,,,,,,
3789665,"       (2017 WK14)","2017 WK14",,,Y,Y,0,21.80,,,,,,,,,,,,,,,,,,,"JPL 13",2460200.5,60200,2023-09-13.0,J2000,0.5759,2.129,0.903,6.23,215.15,148.20,324.96,3.36,0.3173,2460310.94,2024-01-01.4,1.13e+03,3.11,0.0158,6.16,2.13,3.48,1.8e-07,9.8e-08,3.5e-07,9.3e-06,6.1e-05,9.2e-05,3.7e-05,1.6e-07,2.2e-08,1.2e-04,7.9e-05,APO,"Otto Matic",1326,2014-06-02,2018-01-18,86,,,0,.4824,,,,,,,,,
3789679,"       (2017 WC15)","2017 WC15",,,Y,Y,0,19.39,,,,,,,,,,,,,,,,,,,"JPL 6",2460200.5,60200,2023-09-13.0,J2000,0.5087,1.752,0.861,36.01,31.30,243.07,227.19,2.64,0.425,2460513.00,2024-07-21.5,847,2.32,0.0412,16,2.93,3.78,1.0e-07,1.2e-07,1.7e-07,4.7e-05,1.4e-05,2.7e-05,9.8e-05,1.8e-07,4.4e-08,2.6e-04,8.7e-05,APO,"Otto Matic",882,2015-07-26,2017-12-24,51,,,1,.78803,,,,,,,,,
3789724,"       (2017 WN16)","2017 WN16",,,Y,Y,0,21.55,,,,,,,,,,,,,,,,,,,"JPL 10",2460200.5,60200,2023-09-13.0,J2000,0.5365,1.273,0.590,30.64,246.83,79.05,57.88,1.96,0.6858,2460116.11,2023-06-20.6,525,1.44,0.0147,5.74,3.7,4.8,9.8e-06,2.0e-05,3.4e-06,6.3e-04,2.4e-04,3.0e-04,3.6e-02,3.1e-05,1.6e-05,5.0e-02,1.2e-02,APO,"Otto Matic",57,2017-11-24,2018-01-20,63,,,5,.61051,,,,,,,,,
3790058,"       (2017 WN28)","2017 WN28",,,Y,Y,0,19.80,,,,,,,,,,,,,,,,,,,"JPL 17",2460200.5,60200,2023-09-13.0,J2000,0.4142,1.723,1.009,10.07,327.21,11.42,261.61,2.44,0.4357,2460426.30,2024-04-25.8,826,2.26,0.00336,1.31,2.96,4.05,8.8e-08,1.0e-07,1.9e-07,8.5e-06,4.9e-05,7.4e-05,4.1e-05,1.4e-07,3.8e-08,1.1e-04,7.2e-05,APO,"Otto Matic",2579,2014-02-26,2021-03-20,63,,,1,.5677,,,,,,,,,
3790126,"       (2017 XC)","2017 XC",,,Y,Y,0,20.02,,,,,,,,,,,,,,,,,,,"JPL 13",2460200.5,60200,2023-09-13.0,J2000,0.6009,2.375,0.948,33.64,48.44,318.63,219.39,3.80,0.2694,2460722.50,2025-02-16.0,1.34e+03,3.66,0.0489,19,2.1,3.09,4.0e-05,2.4e-04,3.4e-06,6.3e-04,4.4e-04,1.2e-03,9.0e-02,3.9e-04,4.2e-05,4.1e-01,2.1e-01,APO,"Otto Matic",61,2017-11-23,2018-01-23,66,,,5,.46386,,,,,,,,,
3791243,"       (2017 XA1)","2017 XA1",,,Y,Y,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 7",2460200.5,60200,2023-09-13.0,J2000,0.2017,0.8095,0.646,17.18,239.64,327.65,190.96,0.97,1.353,2460325.42,2024-01-15.9,266,0.728,0.049,19.1,4,7.17,2.5e-07,2.4e-08,2.1e-07,3.4e-05,3.4e-05,4.9e-05,1.8e-04,2.9e-08,6.1e-08,1.4e-04,1.2e-05,IEO,"Otto Matic",1084,2017-12-05,2020-11-23,30,,,1,.67262,,,,,,,,,
3791289,"       (2017 XL2)","2017 XL2",,,Y,Y,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 18",2460200.5,60200,2023-09-13.0,J2000,0.6639,1.994,0.670,16.93,266.31,82.15,35.19,3.32,0.3501,2460099.97,2023-06-04.4,1.03e+03,2.82,0.00249,0.97,2.49,3.5,4.5e-08,3.9e-08,1.0e-07,1.9e-05,9.1e-06,1.2e-05,1.9e-05,6.5e-08,1.0e-08,5.3e-05,3.0e-05,APO,"Otto Matic",925,2017-12-09,2020-06-21,157,,,0,.38831,,,,,,,,,
3794976,"       (2017 YH1)","2017 YH1",,,Y,Y,0,21.24,,,,,,,,,,,,,,,,,,,"JPL 20",2460200.5,60200,2023-09-13.0,J2000,0.5238,1.808,0.861,15.82,87.06,307.88,143.96,2.76,0.4053,2459845.27,2022-09-22.7,888,2.43,0.00518,2.02,2.78,3.84,1.4e-07,3.7e-08,2.6e-07,8.2e-06,1.6e-05,4.0e-05,2.8e-05,5.6e-08,1.2e-08,5.8e-05,2.7e-05,APO,"Otto Matic",1648,2017-12-20,2022-06-25,256,,,0,.36494,,,,,,,,,
3794979,"       (2017 YR1)","2017 YR1",,,Y,Y,0,19.98,,,,,,,,,,4.4623,,,,,,,,,"JPL 29",2460200.5,60200,2023-09-13.0,J2000,0.6223,2.47,0.933,17.89,274.20,140.58,176.28,4.01,0.2539,2459506.11,2021-10-18.6,1.42e+03,3.88,0.0287,11.2,1.63,3.13,3.4e-08,3.7e-08,7.9e-08,1.3e-05,1.2e-05,1.6e-05,1.2e-05,5.9e-08,5.6e-09,3.4e-05,3.1e-05,APO,"Otto Matic",3107,2013-07-08,2022-01-09,140,,,0,.48081,,,,,,,,,
3795078,"       (2017 YE5)","2017 YE5",,,Y,Y,1,19.30,,,,,,,,,,20.6,,,,,,,,,"JPL 52",2460200.5,60200,2023-09-13.0,J2000,0.7091,2.821,0.820,6.22,103.94,110.75,45.58,4.82,0.208,2459981.40,2023-02-05.9,1.73e+03,4.74,0.0214,8.35,0.419,2.88,1.5e-08,9.0e-08,3.1e-08,7.6e-06,1.5e-05,1.5e-05,2.0e-05,1.5e-07,1.0e-08,8.4e-05,8.3e-05,APO,"Otto Matic",1825,2017-12-12,2022-12-11,355,5,3,0,.33434,,,,,,,,,
3795154,"       (2017 YD8)","2017 YD8",,,Y,Y,0,21.87,,,,,,,,,,,,,,,,,,,"JPL 17",2460200.5,60200,2023-09-13.0,J2000,0.3216,1.315,0.892,24.54,97.39,293.85,317.99,1.74,0.6533,2460264.80,2023-11-16.2,551,1.51,0.0499,19.4,3.78,4.82,3.6e-08,4.1e-09,4.8e-08,2.1e-05,4.6e-06,1.5e-05,9.7e-06,5.4e-09,3.1e-09,1.5e-05,2.6e-06,APO,"Otto Matic",3491,2014-06-21,2024-01-11,177,,,0,.46526,,,,,,,,,
3796292,"       (2017 YS8)","2017 YS8",,,Y,Y,0,19.68,,,,,,,,,,,,,,,,,,,"JPL 40",2460200.5,60200,2023-09-13.0,J2000,0.3826,0.8656,0.534,32.30,321.31,303.26,260.86,1.20,1.224,2460281.51,2023-12-03.0,294,0.805,0.0425,16.6,4.08,6.65,3.6e-07,3.8e-09,3.1e-07,3.4e-05,9.8e-06,9.4e-06,4.2e-05,5.3e-09,8.1e-09,3.4e-05,1.9e-06,ATE,"Otto Matic",1532,2017-12-08,2022-02-17,224,,,0,.49319,,,,,,,,,
3797404,"       (2018 AT)","2018 AT",,,Y,Y,0,20.59,,,,,,,,,,,,,,,,,,,"JPL 8",2460200.5,60200,2023-09-13.0,J2000,0.3992,1.691,1.016,13.38,355.78,21.50,244.06,2.37,0.4483,2460459.09,2024-05-28.5,803,2.2,0.0295,11.5,3.12,4.09,1.6e-07,8.7e-08,3.2e-07,5.5e-06,3.9e-05,4.5e-05,5.8e-05,1.2e-07,3.4e-08,1.5e-04,6.2e-05,APO,"Otto Matic",1228,2016-01-21,2019-06-02,67,,,1,.56578,,,,,,,,,
3797448,"       (2018 AE2)","2018 AE2",,,Y,Y,0,19.95,,,,,,,,,,,,,,,,,,,"JPL 18",2460200.5,60200,2023-09-13.0,J2000,0.5445,2.205,1.004,35.81,338.60,192.21,249.46,3.41,0.301,2460567.72,2024-09-14.2,1.2e+03,3.27,0.0203,7.92,1.64,3.25,1.3e-07,2.0e-07,2.2e-07,1.6e-05,2.0e-05,5.9e-05,9.7e-05,3.1e-07,4.1e-08,3.7e-04,1.6e-04,APO,"Otto Matic",1131,2018-01-05,2021-02-09,91,,,1,.48348,,,,,,,,,
3797696,"       (2018 AJ12)","2018 AJ12",,,Y,Y,0,18.97,,,,,,,,,,,,,,,,,,,"JPL 16",2460200.5,60200,2023-09-13.0,J2000,0.7378,2.38,0.624,11.51,96.32,286.18,223.05,4.14,0.2684,2460710.82,2025-02-04.3,1.34e+03,3.67,0.0269,10.5,1.55,3.08,2.1e-07,1.4e-06,1.8e-07,2.0e-05,8.4e-05,1.0e-04,5.3e-04,2.5e-06,2.4e-07,2.4e-03,1.2e-03,APO,"Otto Matic",1672,2017-07-15,2022-02-11,85,,,2,.57608,,,,,,,,,
3797698,"       (2018 AM12)","2018 AM12",,,Y,Y,0,21.16,,,,,,,,,,0.2106,,,,,,,,,"JPL 22",2460200.5,60200,2023-09-13.0,J2000,0.1163,0.9171,0.811,21.67,288.85,51.07,280.12,1.02,1.122,2460271.68,2023-11-23.1,321,0.878,0.00829,3.23,4.17,6.45,1.7e-07,1.7e-08,1.6e-07,2.5e-05,1.4e-05,5.4e-05,1.0e-04,1.8e-08,3.0e-08,9.1e-05,8.7e-06,ATE,"Otto Matic",2928,2011-01-09,2019-01-15,125,,,1,.40179,,,,,,,,,
3797710,"       (2018 BP)","2018 BP",,,Y,Y,0,20.56,,,,,,,,,,0.9476,,,,,,,,,"JPL 68",2460200.5,60200,2023-09-13.0,J2000,0.3979,1.557,0.937,3.33,183.29,216.50,354.16,2.18,0.5074,2460212.02,2023-09-24.5,709,1.94,0.00323,1.26,3.25,4.34,2.8e-08,7.9e-09,4.4e-08,2.7e-06,8.5e-05,8.4e-05,1.1e-05,1.1e-08,3.9e-09,2.2e-05,5.4e-06,APO,"Otto Matic",2480,2017-05-21,2024-03-05,317,,,0,.45322,,,,,,,,,
3797749,"       (2018 BO1)","2018 BO1",,,Y,Y,0,20.66,,,,,,,,,,,,,,,,,,,"JPL 12",2460200.5,60200,2023-09-13.0,J2000,0.4447,1.678,0.932,11.27,350.62,23.13,280.79,2.42,0.4536,2460375.15,2024-03-05.6,794,2.17,0.043,16.7,3.06,4.1,2.7e-07,1.6e-07,4.2e-07,1.8e-05,6.0e-05,8.7e-05,8.1e-05,2.3e-07,6.3e-08,2.0e-04,1.1e-04,APO,"Otto Matic",1430,2016-02-05,2020-01-05,43,,,1,.65605,,,,,,,,,
3797849,"       (2018 BY2)","2018 BY2",,,Y,Y,0,20.47,,,,,,,,,,7.611,,,,,,,,,"JPL 78",2460200.5,60200,2023-09-13.0,J2000,0.3816,1.641,1.015,9.00,202.43,330.23,219.64,2.27,0.4687,2460499.95,2024-07-08.4,768,2.1,0.0404,15.7,2.71,4.2,1.3e-08,1.7e-08,2.1e-08,2.6e-06,6.2e-06,7.7e-06,1.5e-05,2.4e-08,7.5e-09,3.7e-05,1.2e-05,APO,"Otto Matic",2677,2014-07-03,2021-10-31,691,,,0,.38079,,,,,,,,,
3797851,"       (2018 BZ2)","2018 BZ2",,,Y,Y,0,20.39,,,,,,,,,,,,,,,,,,,"JPL 20",2460200.5,60200,2023-09-13.0,J2000,0.5990,2.173,0.871,11.82,244.11,150.64,292.70,3.47,0.3078,2460419.17,2024-04-18.6,1.17e+03,3.2,0.0481,18.7,2.03,3.41,6.3e-08,6.3e-09,1.4e-07,1.5e-05,3.5e-05,3.8e-05,6.7e-06,1.0e-08,1.3e-09,2.2e-05,5.1e-06,APO,"Otto Matic",6731,2002-01-12,2020-06-17,122,,,0,.45723,,,,,,,,,
3797861,"       (2018 BM3)","2018 BM3",,,Y,Y,0,21.92,,,,,,,,,,,,,,,,,,,"JPL 11",2460200.5,60200,2023-09-13.0,J2000,0.5107,1.117,0.546,19.62,105.46,250.81,359.91,1.69,0.8351,2460200.60,2023-09-13.1,431,1.18,0.00379,1.48,3.85,5.41,1.4e-07,2.8e-08,1.7e-07,2.6e-05,3.8e-05,3.5e-05,2.1e-05,4.3e-08,3.2e-08,2.6e-05,1.6e-05,APO,"Otto Matic",1619,2017-12-20,2022-05-27,46,,,1,.47963,,,,,,,,,
3798967,"       (2018 BD6)","2018 BD6",,,Y,Y,0,20.80,,,,,,,,,,,,,,,,,,,"JPL 6",2460200.5,60200,2023-09-13.0,J2000,0.5745,2.42,1.030,48.88,130.74,351.30,182.03,3.81,0.2618,2460880.40,2025-07-23.8,1.38e+03,3.77,0.0476,18.5,1.32,2.88,5.1e-04,2.8e-03,2.2e-05,1.3e-02,4.4e-03,8.7e-03,9.7e-01,4.5e-03,4.6e-04,4.9e+00,2.4e+00,AMO,"Otto Matic",34,2018-01-24,2018-02-27,52,,,7,.31614,,,,,,,,,
3798985,"       (2018 BT6)","2018 BT6",,,Y,Y,0,21.30,,,,,,,,,,16.89,,,,,,,,,"JPL 14",2460200.5,60200,2023-09-13.0,J2000,0.8277,2.251,0.388,3.00,307.07,72.08,252.22,4.11,0.2918,2460569.86,2024-09-16.3,1.23e+03,3.38,0.00172,0.67,1.39,3.05,5.0e-05,4.4e-04,3.7e-05,3.8e-05,2.0e-03,4.2e-03,2.2e-01,8.0e-04,8.5e-05,8.6e-01,3.6e-01,APO,"Otto Matic",41,2018-01-27,2018-03-09,189,,,6,.48824,,,,,,,,,
3798993,"       (2018 BA7)","2018 BA7",,,Y,Y,0,18.79,,,,,,,,,,,,,,,,,,,"JPL 41",2460200.5,60200,2023-09-13.0,J2000,0.4924,1.477,0.750,18.37,322.38,67.81,83.37,2.20,0.5492,2460048.70,2023-04-14.2,655,1.79,0.0446,17.4,3.43,4.4,9.2e-08,9.7e-09,1.3e-07,1.3e-05,1.5e-05,1.8e-05,1.8e-05,1.5e-08,5.4e-09,3.2e-05,6.5e-06,APO,"Otto Matic",3554,2010-07-28,2020-04-20,280,,,0,.40132,,,,,,,,,
3799304,"       (2018 CZ2)","2018 CZ2",,,Y,Y,0,21.40,,,,,,,,,,,,,,,,,,,"JPL 13",2460200.5,60200,2023-09-13.0,J2000,0.6722,2.178,0.714,5.42,120.52,117.92,245.26,3.64,0.3067,2460574.59,2024-09-21.0,1.17e+03,3.21,0.0207,8.07,1.4,3.34,5.4e-08,1.2e-07,1.0e-07,1.6e-05,1.2e-04,1.2e-04,5.0e-05,2.0e-07,2.5e-08,1.9e-04,9.5e-05,APO,"Otto Matic",1348,2018-01-15,2021-09-24,76,,,1,.41661,,,,,,,,,
3799715,"       (2018 DA1)","2018 DA1",,,Y,Y,0,18.86,,,,,,,,,,,,,,,,,,,"JPL 22",2460200.5,60200,2023-09-13.0,J2000,0.7273,1.207,0.329,25.49,139.92,233.93,176.54,2.09,0.743,2459962.88,2023-01-18.3,485,1.33,0.0025,0.973,3.55,4.91,2.0e-07,6.2e-09,2.4e-07,1.6e-05,3.8e-05,3.3e-05,3.4e-05,1.1e-08,5.7e-09,4.4e-05,3.7e-06,APO,"Otto Matic",5848,2007-04-08,2023-04-12,113,,,0,.61301,,,,,,,,,
3799720,"       (2018 DH1)","2018 DH1",,,Y,Y,0,21.14,,,,,,,,,,5,,,,,,,,,"JPL 55",2460200.5,60200,2023-09-13.0,J2000,0.6035,2.095,0.830,1.97,146.07,97.41,275.72,3.36,0.3251,2460459.75,2024-05-29.2,1.11e+03,3.03,0.0139,5.41,1.67,3.5,1.3e-08,8.0e-09,2.6e-08,3.3e-06,8.0e-05,8.0e-05,4.0e-06,1.3e-08,1.9e-09,1.4e-05,6.4e-06,APO,"Otto Matic",3306,2015-01-23,2024-02-11,450,3,2,0,.39404,,,,,,,,,
3799787,"       (2018 EB)","2018 EB",,,Y,Y,1,21.88,,,,,,,,,,3.16,,,,,,,,,"JPL 44",2460200.5,60200,2023-09-13.0,J2000,0.0122,1.017,1.004,29.44,194.55,126.88,346.12,1.03,0.9614,2460214.94,2023-09-27.4,374,1.03,0.00973,3.79,3.94,5.89,1.1e-08,1.3e-08,1.2e-08,4.5e-06,4.4e-07,9.5e-05,6.3e-05,1.3e-08,1.9e-08,6.5e-05,7.2e-06,APO,"Otto Matic",1263,2017-04-13,2020-09-27,308,8,8,0,.3184,,,,,,,,,
3799790,"       (2018 EE)","2018 EE",,,Y,Y,0,21.77,,,,,,,,,,,,,,,,,,,"JPL 37",2460200.5,60200,2023-09-13.0,J2000,0.6516,2.815,0.981,3.89,109.31,35.11,61.74,4.65,0.2086,2459904.57,2022-11-21.0,1.73e+03,4.72,0.0241,9.36,0.401,2.96,3.9e-06,2.6e-05,2.0e-06,1.3e-05,1.1e-04,1.3e-04,6.2e-03,4.3e-05,2.9e-06,2.5e-02,2.4e-02,APO,"Otto Matic",220,2017-10-27,2018-06-04,251,,,4,.46997,,,,,,,,,
3799839,"       (2018 EM2)","2018 EM2",,,Y,Y,0,20.66,,,,,,,,,,,,,,,,,,,"JPL 34",2460200.5,60200,2023-09-13.0,J2000,0.4822,2.027,1.050,6.54,64.49,188.75,293.86,3.00,0.3415,2460394.16,2024-03-24.6,1.05e+03,2.89,0.0371,14.4,2.05,3.65,6.1e-08,3.5e-08,1.1e-07,4.5e-06,7.5e-05,7.6e-05,1.4e-05,5.2e-08,8.9e-09,4.6e-05,2.8e-05,AMO,"Otto Matic",2400,2015-01-20,2021-08-16,144,,,0,.53057,,,,,,,,,
3799902,"       (2018 ED4)","2018 ED4",,,Y,Y,0,19.40,,,,,,,,,,,,,,,,,,,"JPL 14",2460200.5,60200,2023-09-13.0,J2000,0.6232,2.656,1.001,14.47,274.79,349.49,63.87,4.31,0.2276,2459919.92,2022-12-06.4,1.58e+03,4.33,0.00932,3.63,0.832,3.04,7.1e-06,5.6e-05,2.4e-06,3.5e-05,1.9e-04,2.8e-04,1.3e-02,9.1e-05,7.2e-06,4.9e-02,5.0e-02,APO,"Otto Matic",202,2018-03-10,2018-09-28,48,,,4,.56246,,,,,,,,,
3801936,"       (2018 EH4)","2018 EH4",,,Y,Y,0,21.67,,,,,,,,,,,,,,,,,,,"JPL 16",2460200.5,60200,2023-09-13.0,J2000,0.6126,2.06,0.798,6.19,2.85,75.22,331.08,3.32,0.3334,2460287.25,2023-12-08.7,1.08e+03,2.96,0.024,9.35,2.04,3.52,2.1e-08,9.4e-09,4.3e-08,1.7e-05,7.3e-05,7.1e-05,6.9e-06,1.5e-08,2.3e-09,2.1e-05,7.4e-06,APO,"Otto Matic",3074,2015-04-10,2023-09-09,119,,,0,.57022,,,,,,,,,
3801934,"       (2018 EJ4)","2018 EJ4",,,Y,Y,0,21.37,,,,,,,,,,7.485,,,,,,,,,"JPL 66",2460200.5,60200,2023-09-13.0,J2000,0.1835,1.257,1.026,10.39,78.08,188.23,258.18,1.49,0.6994,2460346.08,2024-02-05.5,515,1.41,0.012,4.67,3.56,5.09,1.2e-08,1.2e-08,1.3e-08,3.7e-06,3.2e-06,1.4e-05,1.8e-05,1.4e-08,9.8e-09,2.7e-05,7.2e-06,AMO,"Otto Matic",3662,2011-11-30,2021-12-09,517,1,1,0,.29136,,,,,,,,,
3802062,"       (2018 FS3)","2018 FS3",,,Y,Y,0,21.49,,,,,,,,,,,,,,,,,,,"JPL 53",2460200.5,60200,2023-09-13.0,J2000,0.4858,1.881,0.967,4.33,188.64,69.16,15.15,2.80,0.382,2460160.84,2023-08-04.3,942,2.58,0.0467,18.2,2.29,3.81,1.6e-08,2.2e-08,2.8e-08,3.9e-06,3.0e-05,3.2e-05,1.3e-05,3.3e-08,6.8e-09,3.4e-05,1.7e-05,APO,"Otto Matic",2001,2018-03-20,2023-09-11,307,,,0,.46748,,,,,,,,,
3802077,"       (2018 FJ4)","2018 FJ4",,,Y,Y,0,21.21,,,,,,,,,,,,,,,,,,,"JPL 41",2460200.5,60200,2023-09-13.0,J2000,0.3864,1.479,0.908,1.23,223.89,88.88,290.65,2.05,0.5478,2460327.09,2024-01-17.5,657,1.8,0.013,5.08,3.24,4.5,4.8e-08,3.6e-08,6.7e-08,6.8e-06,2.0e-04,2.0e-04,3.5e-05,5.0e-08,2.0e-08,6.9e-05,2.4e-05,APO,"Otto Matic",6821,2000-04-10,2018-12-13,147,,,0,.53848,,,,,,,,,
3802102,"       (2018 FJ5)","2018 FJ5",,,Y,Y,0,20.13,,,,,,,,,,,,,,,,,,,"JPL 23",2460200.5,60200,2023-09-13.0,J2000,0.8567,2.487,0.356,18.25,124.28,287.65,157.93,4.62,0.2513,2459572.14,2021-12-23.6,1.43e+03,3.92,0.0341,13.3,1.61,2.77,5.8e-07,7.2e-08,1.4e-06,4.8e-05,2.3e-04,2.7e-04,1.8e-05,1.3e-07,1.1e-08,5.5e-05,6.3e-05,APO,"Otto Matic",1459,2018-03-24,2022-03-22,121,,,0,.57681,,,,,,,,,
3802120,"       (2018 FO5)","2018 FO5",,,Y,Y,0,20.53,,,,,,,,,,,,,,,,,,,"JPL 29",2460200.5,60200,2023-09-13.0,J2000,0.4347,1.66,0.939,9.13,236.95,41.31,147.61,2.38,0.4607,2459880.09,2022-10-27.5,781,2.14,0.00148,0.576,2.78,4.14,4.0e-08,5.2e-08,6.4e-08,1.1e-05,5.7e-05,5.9e-05,3.8e-05,7.4e-08,2.2e-08,6.8e-05,3.7e-05,APO,"Otto Matic",1436,2014-11-12,2018-10-18,109,,,0,.46852,,,,,,,,,
3802398,"       (2018 GM)","2018 GM",,,Y,Y,0,21.60,,,,,,,,,,,,,,,,,,,"JPL 12",2460200.5,60200,2023-09-13.0,J2000,0.5522,1.669,0.747,33.06,18.85,255.78,160.79,2.59,0.457,2459848.69,2022-09-26.1,788,2.16,0.0141,5.48,3.11,3.91,8.1e-08,4.4e-08,1.2e-07,4.1e-05,9.3e-06,2.0e-05,3.6e-05,6.9e-08,1.8e-08,6.5e-05,3.1e-05,APO,"Otto Matic",923,2018-04-06,2020-10-15,167,,,0,.42347,,,,,,,,,
3802421,"       (2018 GJ1)","2018 GJ1",,,Y,Y,0,20.80,,,,,,,,,,,,,,,,,,,"JPL 40",2460200.5,60200,2023-09-13.0,J2000,0.5511,1.805,0.810,6.80,38.32,250.63,54.66,2.80,0.4065,2460066.04,2023-05-01.5,886,2.42,0.014,5.45,2.44,3.86,1.0e-07,1.5e-07,1.4e-07,9.7e-06,1.7e-05,2.7e-05,9.6e-05,2.3e-07,4.9e-08,2.2e-04,1.1e-04,APO,"Otto Matic",2057,2018-03-19,2023-11-05,274,,,1,.46402,,,,,,,,,
3802447,"       (2018 GG2)","2018 GG2",,,Y,Y,0,19.26,,,,,,,,,,,,,,,,,,,"JPL 17",2460200.5,60200,2023-09-13.0,J2000,0.7103,2.236,0.648,43.32,195.08,278.48,242.90,3.82,0.2948,2460597.77,2024-10-14.2,1.22e+03,3.34,0.00078,0.304,3.05,3,1.7e-06,9.8e-06,9.1e-07,3.4e-05,1.2e-05,1.6e-05,4.0e-03,1.7e-05,1.9e-06,1.6e-02,8.0e-03,APO,"Otto Matic",241,2017-09-24,2018-05-23,149,,,3,.38026,,,,,,,,,
