name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Miller Range 090950,55213,Valid,LL5,1.2,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090951,55214,Valid,LL5,2.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090952,55215,Valid,LL5,0.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090953,55216,Valid,L6,1.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090954,55217,Valid,H6,0.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090955,55218,Valid,CO3,0.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090956,55219,Valid,L6,0.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090957,55220,Valid,H6,2.9,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090958,55221,Valid,H5,1.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090959,55222,Valid,H6,7.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090960,55223,Valid,LL6,1.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090961,55224,Valid,L6,1.0,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090962,55225,Valid,L5,1.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090963,55226,Valid,Achondrite-ung,2.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090964,55227,Valid,L6,0.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090965,55228,Valid,LL6,2.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090966,55229,Valid,H6,1.2,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090967,55230,Valid,CO3,0.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090968,55231,Valid,L6,2.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090969,55232,Valid,LL6,1.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090970,55233,Valid,H6,4.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090971,55234,Valid,LL6,4.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090972,55235,Valid,H6,8.9,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090973,55236,Valid,L6,5.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090974,55237,Valid,LL6,2.4,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090975,55238,Valid,LL6,2.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090976,55239,Valid,H6,4.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090977,55240,Valid,H6,3.4,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090978,55241,Valid,EL-melt rock,7.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090979,55242,Valid,LL6,1.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090980,55243,Valid,Ureilite,98.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090981,55244,Valid,CV3,38.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090982,55245,Valid,CK6,1.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090983,55246,Valid,CO3,1.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090984,55247,Valid,CM1,0.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090985,55248,Valid,CB,3.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090986,55249,Valid,CM1/2,1.4,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090987,55250,Valid,LL6,1.2,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090988,55251,Valid,CO3,3.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090989,55252,Valid,CO3,2.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090990,55253,Valid,L6,21.9,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090991,55254,Valid,L6,36.0,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090992,55255,Valid,CM1/2,4.9,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090993,55256,Valid,CM1/2,2.0,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090994,55257,Valid,CM2,6.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090995,52371,Valid,Diogenite,9.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090996,55258,Valid,L6,24.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090997,55259,Valid,L6,43.0,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090998,55260,Valid,L6,49.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 090999,55261,Valid,L6,41.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091000,56048,Valid,L5,0.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091001,56049,Valid,LL6,47.0,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091002,56050,Valid,LL6,46.9,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091003,56051,Valid,LL6,9.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091004,56052,Valid,Lodranite,32.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091005,56053,Valid,LL6,31.4,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091006,56054,Valid,LL6,25.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091007,56055,Valid,CK5,5.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091008,56056,Valid,LL6,9.9,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091009,56057,Valid,LL6,35.0,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 091010,52372,Valid,CV3,51.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
Miller Range 11040,56058,Valid,CM2,6.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11041,57127,Valid,Eucrite-br,42.0,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11097,57128,Valid,CV3,69.6,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11099,57129,Valid,Diogenite,6.9,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11100,56059,Valid,Howardite,130.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11101,56060,Valid,CO3,2.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11109,56061,Valid,CO3,60.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11111,56062,Valid,CM1/2,41.9,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11197,57130,Valid,Diogenite,39.3,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11198,56063,Valid,Diogenite,29.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11199,56064,Valid,Diogenite,27.2,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11201,57131,Valid,Diogenite,30.1,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11202,56065,Valid,Diogenite,21.5,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11203,56066,Valid,CO3,10.4,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11204,56067,Valid,Diogenite,16.2,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11205,56068,Valid,Diogenite,19.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11206,56069,Valid,CV3,40.0,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11207,56070,Valid,R6,247.3,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11291,57132,Valid,Eucrite-br,102.1,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11292,57133,Valid,Eucrite-br,40.3,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11294,57134,Valid,Howardite,3.8,Found,2011,0.0,0.0,"(0.0, 0.0)"
Miller Range 11296,57135,Valid,Howardite,74.2,Found,2011,0.0,0.0,"(0.0, 0.0)"
Milton,16691,Valid,"Pallasite, ungrouped",2040.0,Found,2000,40.2875,-95.37667,"(40.2875, -95.37667)"
Moapa Valley,48952,Valid,CM1,698.8,Found,2004,36.55722,-114.42694,"(36.55722, -114.42694)"
Mohawk,34059,Valid,"Iron, IAB complex",586.0,Found,2000,32.73,-113.71,"(32.73, -113.71)"
Morokweng,48656,Valid,LL6,750.0,Found,2004,-26.37247,23.52395,"(-26.37247, 23.52395)"
Mount DeWitt 03001,16768,Valid,LL6,725.2,Found,2004,-77.20919,159.76117,"(-77.20919, 159.76117)"
Mount Howe 10920,56960,Valid,LL5,711.3,Found,2010,0.0,0.0,"(0.0, 0.0)"
Mount Walton 01001,16807,Valid,H4/5,271.6,Found,2001,-72.45,160.335,"(-72.45, 160.335)"
Mount Walton 03001,16808,Valid,L6,140.3,Found,2003,-72.44867,160.33969,"(-72.44867, 160.33969)"
Mud Dry Lake,16840,Valid,H3,18255.0,Found,2002,37.8594,-117.02097,"(37.8594, -117.02097)"
Mughsayl,45979,Valid,L6,300.0,Found,2005,16.9245,53.785,"(16.9245, 53.785)"
Mundrabilla 021,54928,Valid,H4,13.0,Found,2010,-30.77972,127.52306,"(-30.77972, 127.52306)"
Mut,30757,Valid,H5,1800.0,Found,2003,25.59983,28.45217,"(25.59983, 28.45217)"
Myrtle Springs,16888,Valid,H4,52.99,Found,2002,-30.45383,137.99017,"(-30.45383, 137.99017)"
Nahuel Niyeu,50766,Valid,H5,10540.0,Found,2005,-40.53333,-66.63333,"(-40.53333, -66.63333)"
Naviska,48657,Valid,"Iron, IAB complex",147.0,Found,2004,32.5,-111.28,"(32.5, -111.28)"
New Deal,52094,Valid,H6,266.0,Found,2010,33.721,-101.8389,"(33.721, -101.8389)"
Noktat Addagmar,47710,Valid,LL5,779.0,Found,2006,25.7025,-10.78167,"(25.7025, -10.78167)"
Northeast Africa 003,34271,Valid,Lunar (bas. breccia),124.0,Found,2000,30.46667,13.55,"(30.46667, 13.55)"
Northwest Africa 161,17371,Valid,H4,296.0,Found,2000,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 1164,32131,Valid,L6,115.0,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1166,32133,Valid,L-melt rock,240.0,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1196,17147,Valid,L4/5,43.0,Found,2001,30.808,-5.85583,"(30.808, -5.85583)"
Northwest Africa 1201,17153,Valid,H4,206.0,Found,2000,28.00083,-9.27,"(28.00083, -9.27)"
Northwest Africa 2022,32831,Valid,L6,57.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1277,32150,Valid,CO3.6,1200.0,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2023,32832,Valid,L4/5,14400.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1521,32325,Valid,H3,414.0,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1578,17337,Valid,L6,1549.0,Found,2001,31.6,-4.38333,"(31.6, -4.38333)"
Northwest Africa 1579,17338,Valid,L5,5200.0,Found,2001,31.5,-4.85,"(31.5, -4.85)"
Northwest Africa 1580,17339,Valid,L6,5700.0,Found,2001,31.33333,-4.0,"(31.33333, -4.0)"
Northwest Africa 1581,17340,Valid,L6,50200.0,Found,2001,31.38333,-4.25,"(31.38333, -4.25)"
Northwest Africa 160,17360,Valid,H4,137.0,Found,2000,30.08333,-5.66667,"(30.08333, -5.66667)"
Northwest Africa 1616,32346,Valid,CR2,45.1,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 162,17374,Valid,H4,818.0,Found,2000,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 2024,32833,Valid,H5,104.1,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1664,17399,Valid,Howardite,6310.0,Found,2002,29.53333,-3.18333,"(29.53333, -3.18333)"
Northwest Africa 1685,32385,Valid,LL4,11560.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1717,17432,Valid,LL5-6,6032.0,Found,2002,21.0,-13.0,"(21.0, -13.0)"
Northwest Africa 2025,32834,Valid,L6,61.0,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1989,32825,Valid,LL5,44.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2001,32827,Valid,H/L4,832.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2017,17609,Valid,L5,99.2,Found,2003,31.7,-3.3,"(31.7, -3.3)"
Northwest Africa 2021,32830,Valid,H6,57.6,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2026,32835,Valid,L6,27.6,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2027,32836,Valid,L4,89.3,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2028,32837,Valid,L6,25.5,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2029,32838,Valid,L4,80.7,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2030,32839,Valid,L5,17.7,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2031,32840,Valid,L5,29.4,Found,2001,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2032,32841,Valid,H4/5,393.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2034,32842,Valid,L4,240.0,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2035,32843,Valid,H3,6580.0,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2043,32847,Valid,CK3,34.9,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2151,32912,Valid,"Iron, IAB-sHL",417.44,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2263,30923,Valid,L6,135.0,Found,2002,27.81667,-7.83333,"(27.81667, -7.83333)"
Northwest Africa 2202,32942,Valid,Eucrite-pmict,140.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2211,32951,Valid,L,27690.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2220,32960,Valid,Eucrite,241.0,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2234,17629,Valid,Ureilite,422.0,Found,2000,30.91667,-4.9,"(30.91667, -4.9)"
Northwest Africa 2251,30911,Valid,Howardite,17.0,Found,2001,27.96667,-7.95,"(27.96667, -7.95)"
Northwest Africa 2252,30912,Valid,H6,65.0,Found,2002,27.81667,-7.85,"(27.81667, -7.85)"
Northwest Africa 2253,30913,Valid,L4,80.5,Found,2000,28.16667,-7.9,"(28.16667, -7.9)"
Northwest Africa 2254,30914,Valid,L5,129.5,Found,2000,28.2,-7.75,"(28.2, -7.75)"
Northwest Africa 2255,30915,Valid,L5,110.7,Found,2001,27.93333,-7.78333,"(27.93333, -7.78333)"
Northwest Africa 2256,30916,Valid,H5,215.4,Found,2001,27.76667,-7.66667,"(27.76667, -7.66667)"
Northwest Africa 2257,30917,Valid,L6,47.9,Found,2001,28.5,-7.9,"(28.5, -7.9)"
Northwest Africa 2258,30918,Valid,L6,57.4,Found,2001,28.58333,-7.96667,"(28.58333, -7.96667)"
Northwest Africa 2259,30919,Valid,H5,485.0,Found,2001,28.6,-7.98333,"(28.6, -7.98333)"
Northwest Africa 2260,30920,Valid,L5,59.3,Found,2001,27.93333,-7.9,"(27.93333, -7.9)"
Northwest Africa 2261,30921,Valid,L6,61.8,Found,2002,27.73333,-7.85,"(27.73333, -7.85)"
Northwest Africa 2262,30922,Valid,L6,139.0,Found,2001,27.8,-7.95,"(27.8, -7.95)"
Northwest Africa 2264,30924,Valid,L6,40.2,Found,2002,27.91667,-7.5,"(27.91667, -7.5)"
Northwest Africa 2265,30925,Valid,L3.8,40.0,Found,2001,28.66667,-7.53333,"(28.66667, -7.53333)"
Northwest Africa 2266,30926,Valid,L3.8-6,33.9,Found,2001,28.75,-7.58333,"(28.75, -7.58333)"
Northwest Africa 2267,30927,Valid,L3.8,24.5,Found,2002,28.1,-7.51667,"(28.1, -7.51667)"
Northwest Africa 2268,30928,Valid,Eucrite,65.0,Found,2002,28.23333,-7.88333,"(28.23333, -7.88333)"
Northwest Africa 2269,30929,Valid,CV3,184.0,Found,2002,27.96667,-7.95,"(27.96667, -7.95)"
Northwest Africa 2311,32979,Valid,"Iron, IAB-sLL",1435.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2334,33001,Valid,L5,3136.0,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2335,33002,Valid,H3.05,114.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2336,33003,Valid,H3.10,402.0,Found,2002,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2337,33004,Valid,H5,145.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2338,33005,Valid,H6,494.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2348,33015,Valid,H5,365.3,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2349,33016,Valid,L3/4,98.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2604,33125,Valid,H6,6.9,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2557,33078,Valid,L5,18.7,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2558,33079,Valid,L5,46.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2559,33080,Valid,H4,412.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2560,33081,Valid,H4,549.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2561,33082,Valid,LL5,67.9,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2562,33083,Valid,LL5,52.3,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2563,33084,Valid,L5,1175.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2564,33085,Valid,L5/6,540.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2565,33086,Valid,L5,526.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2566,33087,Valid,L6,412.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2567,33088,Valid,H5,351.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2568,33089,Valid,H5,27.1,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2569,33090,Valid,H5,332.4,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2605,33126,Valid,H6,15.4,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2573,33094,Valid,L5,224.1,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2574,33095,Valid,H4,316.1,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2575,33096,Valid,H6,254.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2577,33098,Valid,L5,356.5,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2580,33101,Valid,H3,60.5,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2581,33102,Valid,L5/6,494.4,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2583,33104,Valid,L3/4,512.2,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2585,33106,Valid,L4,547.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2586,33107,Valid,L5,24.3,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2587,33108,Valid,L6,26.2,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2588,33109,Valid,L6,23.6,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2589,33110,Valid,L6,62.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2590,33111,Valid,L5,25.4,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2591,33112,Valid,H4,49.6,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2592,33113,Valid,H6,33.4,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2593,33114,Valid,H5,24.2,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2594,33115,Valid,H4/5,86.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2595,33116,Valid,H5,59.1,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2596,33117,Valid,L6,12.3,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2597,33118,Valid,L5,73.7,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2598,33119,Valid,L5,28.4,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2600,33121,Valid,E6,407.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2602,33123,Valid,L6,4.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2603,33124,Valid,L6,21.9,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2606,33127,Valid,L5,164.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2607,33128,Valid,H4,499.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2608,33129,Valid,L4/5,11.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2609,33130,Valid,L4-6,2180.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2610,33131,Valid,H3,7000.0,Found,2007,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2611,33132,Valid,H5,1762.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2616,33137,Valid,L4,106.5,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2617,33138,Valid,H/L4,472.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2676,33170,Valid,Mesosiderite,510.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2678,33171,Valid,"Iron, IIAB",381.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2679,33172,Valid,"Iron, IAB-sHL",512.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2680,33173,Valid,"Iron, IAB-sLH",12050.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2733,33226,Valid,CO3.6,279.0,Found,2007,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2734,33227,Valid,L4,277.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2743,33231,Valid,"Iron, IC",5463.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2751,33239,Valid,Eucrite,43.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2752,33240,Valid,Howardite,28.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2986,33436,Valid,Martian (shergottite),201.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3255,33579,Valid,L3,147.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3154,33481,Valid,H4,722.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3170,33497,Valid,Lunar (gabbro),60.0,Found,2007,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3191,33515,Valid,LL5,263.09,Found,2003,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3192,33516,Valid,CV3,22.5,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3193,33517,Valid,CK4,95.6,Found,2008,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3195,33519,Valid,L-melt breccia,15.97,Found,2008,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3199,33523,Valid,Eucrite,2.6,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3200,33524,Valid,"Iron, IAB-sHL",512.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3201,33525,Valid,"Iron, IIAB",1896.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3202,33526,Valid,"Iron, IIAB",395.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3204,33528,Valid,"Iron, IAB-sHL-an",762.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3205,33529,Valid,"Iron, IAB-ung",1374.0,Found,2005,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3206,33530,Valid,"Iron, IAB-sLH",174.0,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3208,33532,Valid,"Iron, IIIAB",159.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3225,33549,Valid,L6,1845.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3226,33550,Valid,L6,1076.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3227,33551,Valid,L6,75.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3228,33552,Valid,H5,905.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3229,33553,Valid,L/LL5,841.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3230,33554,Valid,Ureilite,322.0,Found,2007,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3231,33555,Valid,L4,231.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3232,33556,Valid,Ureilite,49.0,Found,2007,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3233,33557,Valid,H3,121.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3234,33558,Valid,L6,653.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3235,33559,Valid,L6,2601.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3236,33560,Valid,H4,663.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3237,33561,Valid,H6,638.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3238,33562,Valid,L/LL6,400.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3239,33563,Valid,H5,685.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3240,33564,Valid,Mesosiderite,3.8,Found,2004,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3241,33565,Valid,H3,473.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3242,33566,Valid,H6,8.6,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3243,33567,Valid,L6,542.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3244,33568,Valid,Mesosiderite,71.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3245,33569,Valid,L6,647.0,Found,2006,0.0,0.0,"(0.0, 0.0)"
