name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Grove Mountains 052044,50357,Valid,L6,6.43,Found,2006,-72.77833,75.31806,"(-72.77833, 75.31806)"
Grove Mountains 052046,50358,Valid,L6,3.84,Found,2006,-72.77833,75.31806,"(-72.77833, 75.31806)"
Grove Mountains 052049,44887,Valid,L5,96.7,Found,2006,-72.77306,75.33556,"(-72.77306, 75.33556)"
Grove Mountains 052051,46962,Valid,L5,2.24,Found,2006,-72.77361,75.33556,"(-72.77361, 75.33556)"
Grove Mountains 052055,46963,Valid,H5,1.69,Found,2006,-72.77417,75.33611,"(-72.77417, 75.33611)"
Grove Mountains 052059,48263,Valid,H5,0.82,Found,2006,-72.774722,75.336667,"(-72.774722, 75.336667)"
Grove Mountains 052073,48264,Valid,L6,242.0,Found,2006,-72.775278,75.3375,"(-72.775278, 75.3375)"
Grove Mountains 052074,46964,Valid,L6,135.4,Found,2006,-72.77528,75.33806,"(-72.77528, 75.33806)"
Grove Mountains 052075,50359,Valid,L5,78.11,Found,2006,-72.77444,75.34111,"(-72.77444, 75.34111)"
Grove Mountains 052076,46965,Valid,L4,20.79,Found,2006,-72.77556,75.33611,"(-72.77556, 75.33611)"
Grove Mountains 052078,48265,Valid,H6,0.76,Found,2006,-72.976944,75.256944,"(-72.976944, 75.256944)"
Grove Mountains 052079,50360,Valid,H5,30.76,Found,2006,-72.77264,75.3422,"(-72.77264, 75.3422)"
Grove Mountains 052080,50361,Valid,L3,49.43,Found,2006,-72.77583,75.33972,"(-72.77583, 75.33972)"
Grove Mountains 052081,50362,Valid,L6,29.65,Found,2006,-72.77306,75.34222,"(-72.77306, 75.34222)"
Grove Mountains 052082,46966,Valid,L6,20.35,Found,2006,-72.77139,75.34111,"(-72.77139, 75.34111)"
Grove Mountains 052085,46967,Valid,H5,1.38,Found,2006,-72.77528,75.34194,"(-72.77528, 75.34194)"
Grove Mountains 052090,48266,Valid,H5,0.71,Found,2006,-72.977778,75.261667,"(-72.977778, 75.261667)"
Grove Mountains 052098,48267,Valid,H6,0.84,Found,2006,-72.775,75.339722,"(-72.775, 75.339722)"
Grove Mountains 052104,46468,Valid,L6,116.38,Found,2006,-72.77917,75.31583,"(-72.77917, 75.31583)"
Grove Mountains 052105,50363,Valid,L6,6.85,Found,2006,-72.78028,75.33083,"(-72.78028, 75.33083)"
Grove Mountains 052106,50364,Valid,L6,4.02,Found,2006,-72.78,75.31917,"(-72.78, 75.31917)"
Grove Mountains 052108,50365,Valid,L5,2.81,Found,2006,-72.78028,75.32722,"(-72.78028, 75.32722)"
Grove Mountains 052110,48268,Valid,L6,2.26,Found,2006,-72.78,75.323611,"(-72.78, 75.323611)"
Grove Mountains 052113,48270,Valid,L5,0.77,Found,2006,-72.778889,75.326944,"(-72.778889, 75.326944)"
Grove Mountains 052115,48271,Valid,L6,440.0,Found,2006,-72.772222,75.336111,"(-72.772222, 75.336111)"
Grove Mountains 052116,46469,Valid,L6,336.0,Found,2006,-72.77472,75.32361,"(-72.77472, 75.32361)"
Grove Mountains 052119,46470,Valid,L6,94.91,Found,2006,-72.77417,75.31611,"(-72.77417, 75.31611)"
Grove Mountains 052120,50366,Valid,L6,70.43,Found,2006,-72.77667,75.32278,"(-72.77667, 75.32278)"
Grove Mountains 052121,48272,Valid,L6,73.88,Found,2006,-72.9775,75.255278,"(-72.9775, 75.255278)"
Grove Mountains 052123,50367,Valid,L6,49.73,Found,2006,-72.7735,75.3287,"(-72.7735, 75.3287)"
Grove Mountains 052126,46471,Valid,L6,17.07,Found,2006,-72.77611,75.32639,"(-72.77611, 75.32639)"
Grove Mountains 052127,48273,Valid,L6,20.26,Found,2006,-72.773333,75.34,"(-72.773333, 75.34)"
Grove Mountains 052128,50368,Valid,L6,26.76,Found,2006,-72.77352,75.3438,"(-72.77352, 75.3438)"
Grove Mountains 052131,50369,Valid,L6,12.47,Found,2006,-72.77168,75.33,"(-72.77168, 75.33)"
Grove Mountains 052132,46472,Valid,L6,16.86,Found,2006,-72.77333,75.32583,"(-72.77333, 75.32583)"
Grove Mountains 052133,48274,Valid,L6,9.35,Found,2006,-72.775278,75.318056,"(-72.775278, 75.318056)"
Grove Mountains 052134,50370,Valid,L6,11.83,Found,2006,-72.77278,75.32944,"(-72.77278, 75.32944)"
Grove Mountains 052135,48275,Valid,L6,12.74,Found,2006,-72.976389,75.267222,"(-72.976389, 75.267222)"
Grove Mountains 052136,46473,Valid,H5,2.21,Found,2006,-72.775,75.33528,"(-72.775, 75.33528)"
Grove Mountains 052140,48276,Valid,H4,0.77,Found,2006,-72.775,75.335278,"(-72.775, 75.335278)"
Grove Mountains 052141,48277,Valid,H5,0.82,Found,2006,-72.775,75.335278,"(-72.775, 75.335278)"
Grove Mountains 052145,48278,Valid,H4,0.7,Found,2006,-72.775,75.335278,"(-72.775, 75.335278)"
Grove Mountains 052156,46474,Valid,L6,4.27,Found,2006,-72.77194,75.34472,"(-72.77194, 75.34472)"
Grove Mountains 052159,48279,Valid,L6,1.2,Found,2006,-72.771944,75.344722,"(-72.771944, 75.344722)"
Grove Mountains 052160,48280,Valid,H5,1.3,Found,2006,-72.9775,75.265278,"(-72.9775, 75.265278)"
Grove Mountains 052163,48281,Valid,H5,0.77,Found,2006,-72.771944,75.344722,"(-72.771944, 75.344722)"
Grove Mountains 052167,50371,Valid,H6,0.5,Found,2006,-72.77194,75.34472,"(-72.77194, 75.34472)"
Grove Mountains 052173,46475,Valid,H6,7.76,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052174,46968,Valid,L6,5.25,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052175,46476,Valid,L6,4.37,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052179,50372,Valid,H5,1.78,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052183,48282,Valid,L6,1.84,Found,2006,-72.773056,75.338056,"(-72.773056, 75.338056)"
Grove Mountains 052185,50373,Valid,L6,1.39,Found,2006,-72.77299,75.3382,"(-72.77299, 75.3382)"
Grove Mountains 052187,50374,Valid,L5,1.81,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052189,50375,Valid,H5,1.57,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052191,48283,Valid,H3,1.19,Found,2006,-72.9775,75.265833,"(-72.9775, 75.265833)"
Grove Mountains 052204,50376,Valid,H5,0.51,Found,2006,-72.77306,75.33806,"(-72.77306, 75.33806)"
Grove Mountains 052207,50377,Valid,L5,5.13,Found,2006,-72.7725,75.34667,"(-72.7725, 75.34667)"
Grove Mountains 052211,50378,Valid,L5,2.21,Found,2006,-72.7725,75.34667,"(-72.7725, 75.34667)"
Grove Mountains 052214,48284,Valid,L4,1.76,Found,2006,-72.7725,75.346667,"(-72.7725, 75.346667)"
Grove Mountains 052215,50379,Valid,L6,2.23,Found,2006,-72.7725,75.34667,"(-72.7725, 75.34667)"
Grove Mountains 052216,48285,Valid,L6,0.95,Found,2006,-72.7725,75.346667,"(-72.7725, 75.346667)"
Grove Mountains 052222,48286,Valid,L5,0.76,Found,2006,-72.771111,75.338056,"(-72.771111, 75.338056)"
Grove Mountains 052232,50380,Valid,L6,0.51,Found,2006,-72.77111,75.33806,"(-72.77111, 75.33806)"
Grove Mountains 052243,48287,Valid,L6,438.0,Found,2006,-72.783056,75.300278,"(-72.783056, 75.300278)"
Grove Mountains 052244,46969,Valid,L6,414.0,Found,2006,-72.77917,75.31361,"(-72.77917, 75.31361)"
Grove Mountains 052246,46970,Valid,L5,57.39,Found,2006,-72.77917,75.32306,"(-72.77917, 75.32306)"
Grove Mountains 052248,46971,Valid,L5,28.46,Found,2006,-72.77611,75.32306,"(-72.77611, 75.32306)"
Grove Mountains 052250,48288,Valid,L5,8.68,Found,2006,-72.976944,75.2675,"(-72.976944, 75.2675)"
Grove Mountains 052253,46972,Valid,H4,2.36,Found,2006,-72.77611,75.32583,"(-72.77611, 75.32583)"
Grove Mountains 052254,50381,Valid,L6,1.41,Found,2006,-72.77639,75.30972,"(-72.77639, 75.30972)"
Grove Mountains 052256,46973,Valid,H4,1.55,Found,2006,-72.77833,75.32167,"(-72.77833, 75.32167)"
Grove Mountains 052259,48289,Valid,L6,29.0,Found,2006,-72.776111,75.334444,"(-72.776111, 75.334444)"
Grove Mountains 052260,50382,Valid,L6,21.69,Found,2006,-72.77611,75.33444,"(-72.77611, 75.33444)"
Grove Mountains 052263,50383,Valid,L6,8.15,Found,2006,-72.77611,75.33444,"(-72.77611, 75.33444)"
Grove Mountains 052265,48290,Valid,H4,2.26,Found,2006,-72.776111,75.334444,"(-72.776111, 75.334444)"
Grove Mountains 052267,50384,Valid,L6,1.28,Found,2006,-72.77611,75.33444,"(-72.77611, 75.33444)"
Grove Mountains 052270,50385,Valid,L6,3.38,Found,2006,-72.77806,75.32833,"(-72.77806, 75.32833)"
Grove Mountains 052271,48291,Valid,H4,2.98,Found,2006,-72.977778,75.265556,"(-72.977778, 75.265556)"
Grove Mountains 052272,48292,Valid,L5,1.83,Found,2006,-72.778056,75.320556,"(-72.778056, 75.320556)"
Grove Mountains 052284,48293,Valid,L6,9.51,Found,2006,-72.776389,75.322222,"(-72.776389, 75.322222)"
Grove Mountains 052286,50386,Valid,L5,6.81,Found,2006,-72.77778,75.30056,"(-72.77778, 75.30056)"
Grove Mountains 052288,48294,Valid,H4,8.61,Found,2006,-72.778889,75.324722,"(-72.778889, 75.324722)"
Grove Mountains 052290,50387,Valid,L6,2.93,Found,2006,-72.77611,75.32861,"(-72.77611, 75.32861)"
Grove Mountains 052292,50388,Valid,L5,65.66,Found,2006,-72.77667,75.32194,"(-72.77667, 75.32194)"
Grove Mountains 052293,50389,Valid,L4,44.82,Found,2006,-72.77944,75.31611,"(-72.77944, 75.31611)"
Grove Mountains 052295,50390,Valid,L5,1.43,Found,2006,-72.77972,75.31444,"(-72.77972, 75.31444)"
Grove Mountains 052298,50391,Valid,L5,1.27,Found,2006,-72.77611,75.32694,"(-72.77611, 75.32694)"
Grove Mountains 052299,48295,Valid,L5,1.76,Found,2006,-72.782222,75.311667,"(-72.782222, 75.311667)"
Grove Mountains 052300,50392,Valid,H6,1.32,Found,2006,-72.77667,75.31306,"(-72.77667, 75.31306)"
Grove Mountains 052301,48296,Valid,L6,1.16,Found,2006,-72.979722,75.263333,"(-72.979722, 75.263333)"
Grove Mountains 052302,46974,Valid,H5,49.93,Found,2006,-72.77722,75.30806,"(-72.77722, 75.30806)"
Grove Mountains 052303,50393,Valid,L6,15.33,Found,2006,-72.78111,75.32833,"(-72.78111, 75.32833)"
Grove Mountains 052305,48297,Valid,L6,9.36,Found,2006,-72.781667,75.323889,"(-72.781667, 75.323889)"
Grove Mountains 052306,50394,Valid,L5,4.1,Found,2006,-72.78083,75.31556,"(-72.78083, 75.31556)"
Grove Mountains 052308,50395,Valid,H4,2.13,Found,2006,-72.77861,75.31389,"(-72.77861, 75.31389)"
Grove Mountains 052311,48298,Valid,H5,2.99,Found,2006,-72.7825,75.325,"(-72.7825, 75.325)"
Grove Mountains 052314,48299,Valid,H5,46.18,Found,2006,-72.979722,75.263611,"(-72.979722, 75.263611)"
Grove Mountains 052315,50396,Valid,L6,30.67,Found,2006,-72.78,75.32833,"(-72.78, 75.32833)"
Grove Mountains 052317,50397,Valid,L5,12.57,Found,2006,-72.78,75.31972,"(-72.78, 75.31972)"
Grove Mountains 052318,50398,Valid,L5,12.6,Found,2006,-72.78,75.31972,"(-72.78, 75.31972)"
Grove Mountains 052319,50399,Valid,L5,21.18,Found,2006,-72.78,75.31972,"(-72.78, 75.31972)"
Grove Mountains 052320,48300,Valid,H5,22.1,Found,2006,-72.7775,75.326667,"(-72.7775, 75.326667)"
Grove Mountains 052321,46975,Valid,L5,5.25,Found,2006,-72.77889,75.30972,"(-72.77889, 75.30972)"
Grove Mountains 052328,50400,Valid,L6,1.39,Found,2006,-72.77889,75.30972,"(-72.77889, 75.30972)"
Grove Mountains 052334,48301,Valid,L5,0.82,Found,2006,-72.778889,75.309722,"(-72.778889, 75.309722)"
Grove Mountains 052338,50401,Valid,H5,0.51,Found,2006,-72.77889,75.30972,"(-72.77889, 75.30972)"
Grove Mountains 052342,46976,Valid,H5,1.15,Found,2006,-72.78083,75.31,"(-72.78083, 75.31)"
Grove Mountains 052343,48302,Valid,H4,0.82,Found,2006,-72.780833,75.31,"(-72.780833, 75.31)"
Grove Mountains 052345,46977,Valid,H5,2.96,Found,2006,-72.78222,75.32167,"(-72.78222, 75.32167)"
Grove Mountains 052346,50402,Valid,H3,1.75,Found,2006,-72.78222,75.32167,"(-72.78222, 75.32167)"
Grove Mountains 052348,48303,Valid,H4,0.77,Found,2006,-72.782222,75.321667,"(-72.782222, 75.321667)"
Grove Mountains 052351,48304,Valid,H5,0.74,Found,2006,-72.978056,75.260278,"(-72.978056, 75.260278)"
Grove Mountains 052356,48305,Valid,LL6,0.74,Found,2006,-72.783056,75.318333,"(-72.783056, 75.318333)"
Grove Mountains 052357,46978,Valid,L6,2.79,Found,2006,-72.78278,75.29889,"(-72.78278, 75.29889)"
Grove Mountains 052358,46477,Valid,L6,6.66,Found,2006,-72.78278,75.29889,"(-72.78278, 75.29889)"
Grove Mountains 052359,46478,Valid,L5,2.85,Found,2006,-72.78278,75.29889,"(-72.78278, 75.29889)"
Grove Mountains 052360,50403,Valid,L6,2.42,Found,2006,-72.78278,75.29889,"(-72.78278, 75.29889)"
Grove Mountains 052361,48306,Valid,L6,2.6,Found,2006,-72.782778,75.298889,"(-72.782778, 75.298889)"
Grove Mountains 052362,50404,Valid,L6,2.16,Found,2006,-72.78278,75.29889,"(-72.78278, 75.29889)"
Grove Mountains 052363,50405,Valid,L6,1.31,Found,2006,-72.78278,75.29889,"(-72.78278, 75.29889)"
Grove Mountains 052370,48307,Valid,H5,0.95,Found,2006,-72.9775,75.263056,"(-72.9775, 75.263056)"
Grove Mountains 052372,50406,Valid,L6,76.64,Found,2006,-72.78194,75.3147,"(-72.78194, 75.3147)"
Grove Mountains 052373,46479,Valid,L6,77.06999999999998,Found,2006,-72.78194,75.31472,"(-72.78194, 75.31472)"
Grove Mountains 052374,50407,Valid,L6,45.5,Found,2006,-72.78194,75.31472,"(-72.78194, 75.31472)"
Grove Mountains 052376,48308,Valid,L5,28.07,Found,2006,-72.781944,75.314722,"(-72.781944, 75.314722)"
Grove Mountains 052377,50408,Valid,L5,44.81,Found,2006,-72.78194,75.31472,"(-72.78194, 75.31472)"
Grove Mountains 052379,50409,Valid,L6,8.76,Found,2006,-72.78194,75.31472,"(-72.78194, 75.31472)"
Grove Mountains 052382,46611,Valid,Ureilite,1.86,Found,2006,-72.7875,75.27722,"(-72.7875, 75.27722)"
Grove Mountains 052383,48309,Valid,H6,2.88,Found,2006,-72.7875,75.277222,"(-72.7875, 75.277222)"
Grove Mountains 052387,50410,Valid,H5,1.76,Found,2006,-72.78694,75.27278,"(-72.78694, 75.27278)"
Grove Mountains 052389,50411,Valid,H5,1.39,Found,2006,-72.78694,75.27278,"(-72.78694, 75.27278)"
Grove Mountains 052390,48310,Valid,H4,1.3,Found,2006,-72.786944,75.272778,"(-72.786944, 75.272778)"
Grove Mountains 052392,46480,Valid,H6,3.48,Found,2006,-72.78389,75.2725,"(-72.78389, 75.2725)"
Grove Mountains 052398,50412,Valid,L6,4.04,Found,2006,-72.7839,75.2718,"(-72.7839, 75.2718)"
Grove Mountains 052399,50413,Valid,L6,2.77,Found,2006,-72.78389,75.27167,"(-72.78389, 75.27167)"
Grove Mountains 052403,50414,Valid,H4,1.76,Found,2006,-72.78389,75.27167,"(-72.78389, 75.27167)"
Grove Mountains 052405,50415,Valid,L5,1.54,Found,2006,-72.78389,75.27167,"(-72.78389, 75.27167)"
Grove Mountains 052406,50416,Valid,L6,1.16,Found,2006,-72.78389,75.27167,"(-72.78389, 75.27167)"
Grove Mountains 052408,48311,Valid,Ureilite,0.77,Found,2006,-72.783889,75.271667,"(-72.783889, 75.271667)"
Grove Mountains 052409,48312,Valid,L6,0.82,Found,2006,-72.976389,75.263889,"(-72.976389, 75.263889)"
Grove Mountains 052413,50417,Valid,L6,30.15,Found,2006,-72.77611,75.33194,"(-72.77611, 75.33194)"
Grove Mountains 052415,48313,Valid,L6,12.12,Found,2006,-72.779167,75.331389,"(-72.779167, 75.331389)"
Grove Mountains 052416,48314,Valid,L6,9.48,Found,2006,-72.778889,75.330556,"(-72.778889, 75.330556)"
Grove Mountains 052417,46481,Valid,L6,14.55,Found,2006,-72.77833,75.33028,"(-72.77833, 75.33028)"
Grove Mountains 052425,48315,Valid,L6,9.45,Found,2006,-72.781667,75.302778,"(-72.781667, 75.302778)"
Grove Mountains 052429,50418,Valid,H5,5.11,Found,2006,-72.78278,75.3244,"(-72.78278, 75.3244)"
Grove Mountains 052430,48316,Valid,L6,5.19,Found,2006,-72.781944,75.324167,"(-72.781944, 75.324167)"
Grove Mountains 052434,50419,Valid,L5,5.14,Found,2006,-72.78194,75.32306,"(-72.78194, 75.32306)"
Grove Mountains 052437,48317,Valid,L6,5.11,Found,2006,-72.781944,75.323056,"(-72.781944, 75.323056)"
Grove Mountains 052440,48318,Valid,L5,2.85,Found,2006,-72.781944,75.323056,"(-72.781944, 75.323056)"
Grove Mountains 052441,48319,Valid,L6,2.44,Found,2006,-72.781944,75.323056,"(-72.781944, 75.323056)"
Grove Mountains 052443,50420,Valid,L5,2.43,Found,2006,-72.77828,75.3186,"(-72.77828, 75.3186)"
Grove Mountains 052444,48320,Valid,L6,2.18,Found,2006,-72.979167,75.261667,"(-72.979167, 75.261667)"
Grove Mountains 052445,48321,Valid,L6,2.98,Found,2006,-72.778333,75.318611,"(-72.778333, 75.318611)"
Grove Mountains 052447,50421,Valid,L6,3.33,Found,2006,-72.77833,75.31861,"(-72.77833, 75.31861)"
Grove Mountains 052449,50422,Valid,L6,1.78,Found,2006,-72.77833,75.31861,"(-72.77833, 75.31861)"
Grove Mountains 052450,48322,Valid,L6,1.59,Found,2006,-72.778333,75.318611,"(-72.778333, 75.318611)"
Grove Mountains 052453,46482,Valid,L5,1.94,Found,2006,-72.77611,75.31389,"(-72.77611, 75.31389)"
Grove Mountains 052455,48323,Valid,L6,1.6,Found,2006,-72.978056,75.261944,"(-72.978056, 75.261944)"
Grove Mountains 052456,50423,Valid,L6,1.18,Found,2006,-72.77611,75.31389,"(-72.77611, 75.31389)"
Grove Mountains 052461,48324,Valid,L5,1.59,Found,2006,-72.776111,75.313889,"(-72.776111, 75.313889)"
Grove Mountains 052463,46483,Valid,L6,0.66,Found,2006,-72.78417,75.30861,"(-72.78417, 75.30861)"
Grove Mountains 052464,48325,Valid,L6,0.76,Found,2006,-72.783889,75.308611,"(-72.783889, 75.308611)"
Grove Mountains 052466,48326,Valid,L5,0.76,Found,2006,-72.783889,75.308611,"(-72.783889, 75.308611)"
Grove Mountains 052468,48327,Valid,L6,0.76,Found,2006,-72.784167,75.308611,"(-72.784167, 75.308611)"
Grove Mountains 052470,48328,Valid,L6,0.76,Found,2006,-72.979167,75.266944,"(-72.979167, 75.266944)"
Grove Mountains 052473,50424,Valid,L6,0.5,Found,2006,-72.78361,75.29833,"(-72.78361, 75.29833)"
Grove Mountains 052476,48329,Valid,L6,0.67,Found,2006,-72.783611,75.298333,"(-72.783611, 75.298333)"
Grove Mountains 052483,48330,Valid,L-imp melt,162.84,Found,2006,-72.779722,75.316111,"(-72.779722, 75.316111)"
Grove Mountains 052486,50425,Valid,L6,29.98,Found,2006,-72.77972,75.31611,"(-72.77972, 75.31611)"
Grove Mountains 052488,46979,Valid,L6,23.19,Found,2006,-72.77972,75.31611,"(-72.77972, 75.31611)"
Grove Mountains 052490,48331,Valid,L6,7.14,Found,2006,-72.779722,75.316111,"(-72.779722, 75.316111)"
Grove Mountains 052492,50426,Valid,L6,6.83,Found,2006,-72.77972,75.31611,"(-72.77972, 75.31611)"
Grove Mountains 052499,50427,Valid,H4,6.47,Found,2006,-72.77917,75.30722,"(-72.77917, 75.30722)"
Grove Mountains 052500,48332,Valid,L6,12.05,Found,2006,-72.994444,75.264444,"(-72.994444, 75.264444)"
Grove Mountains 052504,50428,Valid,L4,3.25,Found,2006,-72.77806,75.30528,"(-72.77806, 75.30528)"
Grove Mountains 052505,48333,Valid,L5,2.49,Found,2006,-72.779722,75.304722,"(-72.779722, 75.304722)"
Grove Mountains 052506,46484,Valid,H4,1.92,Found,2006,-72.78639,75.29333,"(-72.78639, 75.29333)"
Grove Mountains 052527,48334,Valid,H5,0.7,Found,2006,-72.786389,75.296667,"(-72.786389, 75.296667)"
Grove Mountains 052529,48335,Valid,H5,0.75,Found,2006,-72.786389,75.296667,"(-72.786389, 75.296667)"
Grove Mountains 052541,48336,Valid,L6,0.7,Found,2006,-72.785,75.294722,"(-72.785, 75.294722)"
Grove Mountains 052546,50429,Valid,L5,0.51,Found,2006,-72.785,75.29472,"(-72.785, 75.29472)"
Grove Mountains 052566,48337,Valid,L6,2.88,Found,2006,-72.994444,75.263611,"(-72.994444, 75.263611)"
Grove Mountains 052570,48338,Valid,L6,1.55,Found,2006,-72.780833,75.303611,"(-72.780833, 75.303611)"
Grove Mountains 052571,50430,Valid,L5,1.41,Found,2006,-72.78083,75.30361,"(-72.78083, 75.30361)"
Grove Mountains 052572,50431,Valid,L5,1.41,Found,2006,-72.78083,75.30361,"(-72.78083, 75.30361)"
Grove Mountains 052573,50432,Valid,L6,1.38,Found,2006,-72.78083,75.30361,"(-72.78083, 75.30361)"
Grove Mountains 052574,48339,Valid,L5,1.83,Found,2006,-72.778611,75.3025,"(-72.778611, 75.3025)"
Grove Mountains 052577,48340,Valid,L6,1.3,Found,2006,-72.978056,75.263056,"(-72.978056, 75.263056)"
Grove Mountains 052578,48341,Valid,L6,0.83,Found,2006,-72.778333,75.3025,"(-72.778333, 75.3025)"
Grove Mountains 052582,48342,Valid,L6,0.82,Found,2006,-72.778333,75.3025,"(-72.778333, 75.3025)"
Grove Mountains 052583,48343,Valid,L5,0.76,Found,2006,-72.778333,75.3025,"(-72.778333, 75.3025)"
Grove Mountains 052584,48344,Valid,L5,0.74,Found,2006,-72.783056,75.297222,"(-72.783056, 75.297222)"
Grove Mountains 052590,48345,Valid,L6,0.75,Found,2006,-72.9775,75.267222,"(-72.9775, 75.267222)"
Grove Mountains 052592,48346,Valid,L6,0.67,Found,2006,-72.783056,75.297222,"(-72.783056, 75.297222)"
Grove Mountains 052596,50433,Valid,L5,0.51,Found,2006,-72.78311,75.2972,"(-72.78311, 75.2972)"
Grove Mountains 052604,48347,Valid,L6,0.67,Found,2006,-72.783611,75.299444,"(-72.783611, 75.299444)"
Grove Mountains 052605,48348,Valid,L6,0.67,Found,2006,-72.978611,75.259167,"(-72.978611, 75.259167)"
Grove Mountains 052653,48349,Valid,L4,0.75,Found,2006,-72.785278,75.299722,"(-72.785278, 75.299722)"
Grove Mountains 052657,50434,Valid,L6,4.96,Found,2006,-72.78028,75.31556,"(-72.78028, 75.31556)"
Grove Mountains 052658,50435,Valid,H4,2.13,Found,2006,-72.78028,75.31556,"(-72.78028, 75.31556)"
Grove Mountains 052659,50436,Valid,L6,296.0,Found,2006,-72.78333,75.30583,"(-72.78333, 75.30583)"
Grove Mountains 052660,46980,Valid,L6,221.0,Found,2006,-72.78306,75.30583,"(-72.78306, 75.30583)"
Grove Mountains 052661,50437,Valid,L6,5.14,Found,2006,-72.77861,75.31833,"(-72.77861, 75.31833)"
Grove Mountains 052662,48350,Valid,L6,2.87,Found,2006,-72.778611,75.315278,"(-72.778611, 75.315278)"
Grove Mountains 052665,48351,Valid,L5,28.6,Found,2006,-72.779444,75.311667,"(-72.779444, 75.311667)"
Grove Mountains 052666,50438,Valid,L6,1.57,Found,2006,-72.77944,75.31167,"(-72.77944, 75.31167)"
Grove Mountains 052668,48352,Valid,L5,2.85,Found,2006,-72.779167,75.313056,"(-72.779167, 75.313056)"
Grove Mountains 052676,50439,Valid,L6,21.19,Found,2006,-72.77833,75.3225,"(-72.77833, 75.3225)"
Grove Mountains 052677,48353,Valid,L5,3.27,Found,2006,-72.978333,75.259444,"(-72.978333, 75.259444)"
Grove Mountains 052682,50440,Valid,L6,1.57,Found,2006,-72.78028,75.30861,"(-72.78028, 75.30861)"
Grove Mountains 052683,50441,Valid,L6,2.21,Found,2006,-72.78306,75.30583,"(-72.78306, 75.30583)"
Grove Mountains 052685,46981,Valid,L5,12.02,Found,2006,-72.77889,75.31361,"(-72.77889, 75.31361)"
Grove Mountains 052687,50442,Valid,L5,16.45,Found,2006,-72.77917,75.31389,"(-72.77917, 75.31389)"
Grove Mountains 052689,50443,Valid,L6,4.04,Found,2006,-72.77912,75.3138,"(-72.77912, 75.3138)"
Grove Mountains 052690,48354,Valid,L6,2.86,Found,2006,-72.779167,75.313333,"(-72.779167, 75.313333)"
Grove Mountains 052696,50444,Valid,L3,4.9,Found,2006,-72.78056,75.30611,"(-72.78056, 75.30611)"
Grove Mountains 052699,48355,Valid,L6,9.14,Found,2006,-72.782222,75.306667,"(-72.782222, 75.306667)"
Grove Mountains 052702,46982,Valid,H4,2.59,Found,2006,-72.7825,75.29889,"(-72.7825, 75.29889)"
Grove Mountains 052704,48356,Valid,L6,0.67,Found,2006,-72.984444,75.225,"(-72.984444, 75.225)"
Grove Mountains 052713,48357,Valid,L5,5.06,Found,2006,-72.78,75.318056,"(-72.78, 75.318056)"
Grove Mountains 052719,46983,Valid,L5,3.5,Found,2006,-72.78472,75.28917,"(-72.78472, 75.28917)"
Grove Mountains 052721,50445,Valid,L6,3.96,Found,2006,-72.78472,75.28917,"(-72.78472, 75.28917)"
Grove Mountains 052722,50446,Valid,H3,2.2,Found,2006,-72.78482,75.2891,"(-72.78482, 75.2891)"
Grove Mountains 052724,48358,Valid,L6,1.82,Found,2006,-72.784722,75.289167,"(-72.784722, 75.289167)"
Grove Mountains 052725,48359,Valid,L5,2.25,Found,2006,-72.784722,75.289167,"(-72.784722, 75.289167)"
Grove Mountains 052727,50447,Valid,L6,1.8,Found,2006,-72.78472,75.28917,"(-72.78472, 75.28917)"
Grove Mountains 052729,48360,Valid,LL6,1.19,Found,2006,-72.789167,75.272222,"(-72.789167, 75.272222)"
Grove Mountains 052730,50448,Valid,L6,1.16,Found,2006,-72.78917,75.27222,"(-72.78917, 75.27222)"
Grove Mountains 052739,46984,Valid,L5,3.94,Found,2006,-72.78333,75.29528,"(-72.78333, 75.29528)"
Grove Mountains 052744,48361,Valid,L5,2.19,Found,2006,-72.945833,75.266667,"(-72.945833, 75.266667)"
Grove Mountains 052745,48362,Valid,L6,1.55,Found,2006,-72.783333,75.295278,"(-72.783333, 75.295278)"
Grove Mountains 052746,48363,Valid,L5,1.2,Found,2006,-72.783333,75.295278,"(-72.783333, 75.295278)"
Grove Mountains 052748,50449,Valid,L6,1.18,Found,2006,-72.78333,75.29528,"(-72.78333, 75.29528)"
Grove Mountains 052753,50450,Valid,L6,0.51,Found,2006,-72.78538,75.2844,"(-72.78538, 75.2844)"
Grove Mountains 052758,50451,Valid,L6,393.0,Found,2006,-72.77861,75.31667,"(-72.77861, 75.31667)"
Grove Mountains 052759,50452,Valid,L6,395.0,Found,2006,-72.78,75.31694,"(-72.78, 75.31694)"
Grove Mountains 052764,50453,Valid,L5,77.84,Found,2006,-72.77722,75.31528,"(-72.77722, 75.31528)"
Grove Mountains 052766,50454,Valid,L5,77.83,Found,2006,-72.77833,75.31556,"(-72.77833, 75.31556)"
Grove Mountains 052767,46985,Valid,L6,62.4,Found,2006,-72.7775,75.31472,"(-72.7775, 75.31472)"
